t,x_cubeOne(t),x_cubeTwo(t),v_cubeOne(t),v_cubeTwo(t),p_cubeOne(t),p_cubeTwo(t)
4.146882,6.082021,-4.35,1.979598,0,3.959196,0
4.147882,6.084,-4.35,1.979309,0,3.958617,0
4.148882,6.085979,-4.35,1.979018,0,3.958035,0
4.149882,6.087958,-4.35,1.978725,0,3.957449,0
4.150882,6.089936,-4.35,1.97843,0,3.956859,0
4.151882,6.091914,-4.35,1.978133,0,3.956265,0
4.152882,6.093892,-4.35,1.977834,0,3.955667,0
4.153882,6.09587,-4.35,1.977533,0,3.955066,0
4.154881,6.097847,-4.35,1.97723,0,3.95446,0
4.155881,6.099824,-4.35,1.976925,0,3.95385,0
4.156881,6.1018,-4.35,1.976618,0,3.953237,0
4.157881,6.103777,-4.35,1.976309,0,3.952619,0
4.158881,6.105753,-4.35,1.975999,0,3.951997,0
4.159881,6.107728,-4.35,1.975686,0,3.951372,0
4.160881,6.109704,-4.35,1.975371,0,3.950742,0
4.161881,6.111679,-4.35,1.975054,0,3.950109,0
4.162881,6.113654,-4.35,1.974736,0,3.949471,0
4.163881,6.115628,-4.35,1.974415,0,3.94883,0
4.164881,6.117602,-4.35,1.974092,0,3.948184,0
4.165881,6.119576,-4.35,1.973768,0,3.947535,0
4.166881,6.12155,-4.35,1.973441,0,3.946882,0
4.167881,6.123523,-4.35,1.973112,0,3.946225,0
4.16888,6.125495,-4.35,1.972782,0,3.945564,0
4.16988,6.127468,-4.35,1.972449,0,3.944899,0
4.17088,6.12944,-4.35,1.972115,0,3.94423,0
4.17188,6.131412,-4.35,1.971778,0,3.943557,0
4.17288,6.133383,-4.35,1.97144,0,3.94288,0
4.17388,6.135355,-4.35,1.971099,0,3.942199,0
4.17488,6.137325,-4.35,1.970757,0,3.941514,0
4.17588,6.139296,-4.35,1.970413,0,3.940825,0
4.17688,6.141266,-4.35,1.970066,0,3.940133,0
4.17788,6.143236,-4.35,1.969718,0,3.939436,0
4.17888,6.145205,-4.35,1.969368,0,3.938736,0
4.17988,6.147174,-4.35,1.969016,0,3.938031,0
4.18088,6.149143,-4.35,1.968661,0,3.937323,0
4.18188,6.151111,-4.35,1.968305,0,3.93661,0
4.182879,6.153079,-4.35,1.967947,0,3.935894,0
4.183879,6.155046,-4.35,1.967587,0,3.935174,0
4.184879,6.157014,-4.35,1.967225,0,3.93445,0
4.185879,6.158981,-4.35,1.966861,0,3.933722,0
4.186879,6.160947,-4.35,1.966495,0,3.93299,0
4.187879,6.162913,-4.35,1.966127,0,3.932254,0
4.188879,6.164879,-4.35,1.965757,0,3.931514,0
4.189879,6.166844,-4.35,1.965385,0,3.93077,0
4.190879,6.168809,-4.35,1.965011,0,3.930022,0
4.191879,6.170774,-4.35,1.964635,0,3.929271,0
4.192879,6.172738,-4.35,1.964258,0,3.928515,0
4.193879,6.174702,-4.35,1.963878,0,3.927756,0
4.194879,6.176666,-4.35,1.963496,0,3.926992,0
4.195879,6.178629,-4.35,1.963112,0,3.926225,0
4.196878,6.180592,-4.35,1.962727,0,3.925453,0
4.197878,6.182554,-4.35,1.962339,0,3.924678,0
4.198878,6.184516,-4.35,1.961949,0,3.923899,0
4.199878,6.186478,-4.35,1.961558,0,3.923116,0
4.200878,6.188439,-4.35,1.961164,0,3.922329,0
4.201878,6.1904,-4.35,1.960769,0,3.921538,0
4.202878,6.19236,-4.35,1.960371,0,3.920743,0
4.203878,6.19432,-4.35,1.959972,0,3.919944,0
4.204878,6.19628,-4.35,1.959571,0,3.919142,0
4.205878,6.198239,-4.35,1.959167,0,3.918335,0
4.206878,6.200198,-4.35,1.958762,0,3.917524,0
4.207878,6.202156,-4.35,1.958355,0,3.91671,0
4.208878,6.204114,-4.35,1.957946,0,3.915892,0
4.209877,6.206071,-4.35,1.957535,0,3.915069,0
4.210877,6.208028,-4.35,1.957122,0,3.914243,0
4.211877,6.209985,-4.35,1.956707,0,3.913413,0
4.212877,6.211942,-4.35,1.95629,0,3.912579,0
4.213877,6.213898,-4.35,1.955871,0,3.911741,0
4.214877,6.215853,-4.35,1.95545,0,3.910899,0
4.215877,6.217808,-4.35,1.955027,0,3.910053,0
4.216877,6.219763,-4.35,1.954602,0,3.909204,0
4.217877,6.221717,-4.35,1.954175,0,3.90835,0
4.218877,6.22367,-4.35,1.953746,0,3.907493,0
4.219877,6.225624,-4.35,1.953316,0,3.906631,0
4.220877,6.227576,-4.35,1.952883,0,3.905766,0
4.221877,6.229529,-4.35,1.952448,0,3.904897,0
4.222877,6.231481,-4.35,1.952012,0,3.904024,0
4.223876,6.233433,-4.35,1.951573,0,3.903147,0
4.224876,6.235384,-4.35,1.951133,0,3.902266,0
4.225876,6.237335,-4.35,1.950691,0,3.901381,0
4.226876,6.239285,-4.35,1.950246,0,3.900492,0
4.227876,6.241235,-4.35,1.9498,0,3.8996,0
4.228876,6.243184,-4.35,1.949352,0,3.898703,0
4.229876,6.245133,-4.35,1.948901,0,3.897803,0
4.230876,6.247081,-4.35,1.948449,0,3.896898,0
4.231876,6.249029,-4.35,1.947995,0,3.89599,0
4.232876,6.250977,-4.35,1.947539,0,3.895078,0
4.233876,6.252923,-4.35,1.947081,0,3.894162,0
4.234876,6.25487,-4.35,1.946621,0,3.893242,0
4.235876,6.256816,-4.35,1.946159,0,3.892318,0
4.236876,6.258761,-4.35,1.945695,0,3.891391,0
4.237875,6.260706,-4.35,1.94523,0,3.890459,0
4.238875,6.262651,-4.35,1.944762,0,3.889524,0
4.239875,6.264595,-4.35,1.944292,0,3.888584,0
4.240875,6.266539,-4.35,1.94382,0,3.887641,0
4.241875,6.268482,-4.35,1.943347,0,3.886694,0
4.242875,6.270424,-4.35,1.942871,0,3.885743,0
4.243875,6.272367,-4.35,1.942394,0,3.884788,0
4.244875,6.274308,-4.35,1.941915,0,3.883829,0
4.245875,6.276249,-4.35,1.941433,0,3.882866,0
4.246875,6.27819,-4.35,1.94095,0,3.8819,0
4.247875,6.28013,-4.35,1.940465,0,3.880929,0
4.248875,6.28207,-4.35,1.939978,0,3.879955,0
4.249875,6.284009,-4.35,1.939488,0,3.878977,0
4.250875,6.285948,-4.35,1.938997,0,3.877995,0
4.251874,6.287887,-4.35,1.938504,0,3.877009,0
4.252874,6.289824,-4.35,1.93801,0,3.876019,0
4.253874,6.291762,-4.35,1.937513,0,3.875025,0
4.254874,6.293699,-4.35,1.937014,0,3.874028,0
4.255874,6.295635,-4.35,1.936513,0,3.873026,0
4.256874,6.297571,-4.35,1.93601,0,3.872021,0
4.257874,6.299507,-4.35,1.935506,0,3.871012,0
4.258874,6.301442,-4.35,1.934999,0,3.869999,0
4.259874,6.303376,-4.35,1.934491,0,3.868982,0
4.260874,6.30531,-4.35,1.93398,0,3.867961,0
4.261874,6.307244,-4.35,1.933468,0,3.866936,0
4.262874,6.309177,-4.35,1.932954,0,3.865908,0
4.263874,6.31111,-4.35,1.932438,0,3.864875,0
4.264874,6.313042,-4.35,1.93192,0,3.863839,0
4.265873,6.314973,-4.35,1.931399,0,3.862799,0
4.266873,6.316904,-4.35,1.930877,0,3.861755,0
4.267873,6.318834,-4.35,1.930354,0,3.860707,0
4.268873,6.320764,-4.35,1.929828,0,3.859655,0
4.269873,6.322693,-4.35,1.9293,0,3.8586,0
4.270873,6.324622,-4.35,1.92877,0,3.85754,0
4.271873,6.32655,-4.35,1.928239,0,3.856477,0
4.272873,6.328478,-4.35,1.927705,0,3.85541,0
4.273873,6.330405,-4.35,1.927169,0,3.854339,0
4.274873,6.332332,-4.35,1.926632,0,3.853264,0
4.275873,6.334258,-4.35,1.926093,0,3.852185,0
4.276873,6.336183,-4.35,1.925551,0,3.851103,0
4.277873,6.338108,-4.35,1.925008,0,3.850016,0
4.278872,6.340033,-4.35,1.924463,0,3.848926,0
4.279872,6.341957,-4.35,1.923916,0,3.847832,0
4.280872,6.34388,-4.35,1.923367,0,3.846734,0
4.281872,6.345803,-4.35,1.922816,0,3.845632,0
4.282872,6.347725,-4.35,1.922263,0,3.844527,0
4.283872,6.349647,-4.35,1.921709,0,3.843417,0
4.284872,6.351568,-4.35,1.921152,0,3.842304,0
4.285872,6.353488,-4.35,1.920593,0,3.841187,0
4.286872,6.355409,-4.35,1.920033,0,3.840065,0
4.287872,6.357328,-4.35,1.91947,0,3.838941,0
4.288872,6.359247,-4.35,1.918906,0,3.837812,0
4.289872,6.361165,-4.35,1.91834,0,3.836679,0
4.290872,6.363083,-4.35,1.917772,0,3.835543,0
4.291872,6.365,-4.35,1.917202,0,3.834403,0
4.292871,6.366917,-4.35,1.916629,0,3.833259,0
4.293871,6.368833,-4.35,1.916055,0,3.832111,0
4.294871,6.370748,-4.35,1.91548,0,3.830959,0
4.295871,6.372663,-4.35,1.914902,0,3.829803,0
4.296871,6.374578,-4.35,1.914322,0,3.828644,0
4.297871,6.376491,-4.35,1.91374,0,3.827481,0
4.298871,6.378404,-4.35,1.913157,0,3.826314,0
4.299871,6.380317,-4.35,1.912571,0,3.825143,0
4.300871,6.382229,-4.35,1.911984,0,3.823968,0
4.301871,6.38414,-4.35,1.911395,0,3.82279,0
4.302871,6.386051,-4.35,1.910804,0,3.821607,0
4.303871,6.387961,-4.35,1.910211,0,3.820421,0
4.304871,6.389871,-4.35,1.909616,0,3.819231,0
4.305871,6.39178,-4.35,1.909019,0,3.818038,0
4.30687,6.393688,-4.35,1.90842,0,3.81684,0
4.30787,6.395596,-4.35,1.907819,0,3.815639,0
4.30887,6.397503,-4.35,1.907217,0,3.814433,0
4.30987,6.39941,-4.35,1.906612,0,3.813224,0
4.31087,6.401316,-4.35,1.906006,0,3.812011,0
4.31187,6.403221,-4.35,1.905397,0,3.810795,0
4.31287,6.405126,-4.35,1.904787,0,3.809574,0
4.31387,6.40703,-4.35,1.904175,0,3.80835,0
4.31487,6.408934,-4.35,1.903561,0,3.807122,0
4.31587,6.410837,-4.35,1.902945,0,3.80589,0
4.31687,6.412739,-4.35,1.902327,0,3.804654,0
4.31787,6.41464,-4.35,1.901707,0,3.803415,0
4.31887,6.416542,-4.35,1.901086,0,3.802171,0
4.31987,6.418442,-4.35,1.900462,0,3.800924,0
4.320869,6.420342,-4.35,1.899837,0,3.799673,0
4.321869,6.422241,-4.35,1.899209,0,3.798419,0
4.322869,6.42414,-4.35,1.89858,0,3.79716,0
4.323869,6.426038,-4.35,1.897949,0,3.795897,0
4.324869,6.427935,-4.35,1.897316,0,3.794631,0
4.325869,6.429832,-4.35,1.896681,0,3.793361,0
4.326869,6.431728,-4.35,1.896044,0,3.792088,0
4.327869,6.433623,-4.35,1.895405,0,3.79081,0
4.328869,6.435518,-4.35,1.894765,0,3.789529,0
4.329869,6.437412,-4.35,1.894122,0,3.788244,0
4.330869,6.439306,-4.35,1.893478,0,3.786955,0
4.331869,6.441199,-4.35,1.892831,0,3.785662,0
4.332869,6.443091,-4.35,1.892183,0,3.784366,0
4.333869,6.444983,-4.35,1.891533,0,3.783066,0
4.334868,6.446873,-4.35,1.890881,0,3.781762,0
4.335868,6.448763,-4.35,1.890227,0,3.780454,0
4.336868,6.450653,-4.35,1.889571,0,3.779142,0
4.337868,6.452542,-4.35,1.888914,0,3.777827,0
4.338868,6.45443,-4.35,1.888254,0,3.776508,0
4.339868,6.456318,-4.35,1.887592,0,3.775185,0
4.340868,6.458205,-4.35,1.886929,0,3.773858,0
4.341868,6.460091,-4.35,1.886264,0,3.772528,0
4.342868,6.461977,-4.35,1.885597,0,3.771194,0
4.343868,6.463861,-4.35,1.884928,0,3.769855,0
4.344868,6.465746,-4.35,1.884257,0,3.768514,0
4.345868,6.467629,-4.35,1.883584,0,3.767168,0
4.346868,6.469512,-4.35,1.882909,0,3.765819,0
4.347867,6.471395,-4.35,1.882233,0,3.764466,0
4.348867,6.473276,-4.35,1.881554,0,3.763109,0
4.349867,6.475157,-4.35,1.880874,0,3.761748,0
4.350867,6.477037,-4.35,1.880192,0,3.760384,0
4.351867,6.478917,-4.35,1.879508,0,3.759016,0
4.352867,6.480795,-4.35,1.878822,0,3.757644,0
4.353867,6.482674,-4.35,1.878134,0,3.756268,0
4.354867,6.484551,-4.35,1.877444,0,3.754889,0
4.355867,6.486428,-4.35,1.876753,0,3.753506,0
4.356867,6.488304,-4.35,1.876059,0,3.752119,0
4.357867,6.490179,-4.35,1.875364,0,3.750728,0
4.358867,6.492054,-4.35,1.874667,0,3.749334,0
4.359867,6.493927,-4.35,1.873968,0,3.747936,0
4.360867,6.495801,-4.35,1.873267,0,3.746534,0
4.361866,6.497674,-4.35,1.872564,0,3.745128,0
4.362866,6.499546,-4.35,1.871859,0,3.743719,0
4.363866,6.501417,-4.35,1.871153,0,3.742306,0
4.364866,6.503287,-4.35,1.870444,0,3.740889,0
4.365866,6.505157,-4.35,1.869734,0,3.739468,0
4.366866,6.507026,-4.35,1.869022,0,3.738044,0
4.367866,6.508894,-4.35,1.868308,0,3.736615,0
4.368866,6.510762,-4.35,1.867592,0,3.735183,0
4.369866,6.512629,-4.35,1.866874,0,3.733748,0
4.370866,6.514495,-4.35,1.866154,0,3.732309,0
4.371866,6.516361,-4.35,1.865433,0,3.730865,0
4.372866,6.518226,-4.35,1.864709,0,3.729419,0
4.373866,6.52009,-4.35,1.863984,0,3.727968,0
4.374866,6.521953,-4.35,1.863257,0,3.726514,0
4.375865,6.523816,-4.35,1.862528,0,3.725056,0
4.376865,6.525677,-4.35,1.861797,0,3.723594,0
4.377865,6.527538,-4.35,1.861064,0,3.722129,0
4.378865,6.529398,-4.35,1.86033,0,3.72066,0
4.379865,6.531258,-4.35,1.859593,0,3.719187,0
4.380865,6.533117,-4.35,1.858855,0,3.71771,0
4.381865,6.534975,-4.35,1.858115,0,3.71623,0
4.382865,6.536832,-4.35,1.857373,0,3.714746,0
4.383865,6.538689,-4.35,1.856629,0,3.713258,0
4.384865,6.540545,-4.35,1.855883,0,3.711767,0
4.385865,6.5424,-4.35,1.855136,0,3.710272,0
4.386865,6.544255,-4.35,1.854386,0,3.708773,0
4.387865,6.546108,-4.35,1.853635,0,3.70727,0
4.388865,6.547961,-4.35,1.852882,0,3.705764,0
4.389864,6.549813,-4.35,1.852127,0,3.704254,0
4.390864,6.551665,-4.35,1.85137,0,3.70274,0
4.391864,6.553515,-4.35,1.850611,0,3.701223,0
4.392864,6.555365,-4.35,1.849851,0,3.699702,0
4.393864,6.557214,-4.35,1.849089,0,3.698177,0
4.394864,6.559062,-4.35,1.848324,0,3.696649,0
4.395864,6.56091,-4.35,1.847558,0,3.695117,0
4.396864,6.562757,-4.35,1.84679,0,3.693581,0
4.397864,6.564603,-4.35,1.846021,0,3.692041,0
4.398864,6.566448,-4.35,1.845249,0,3.690498,0
4.399864,6.568293,-4.35,1.844476,0,3.688951,0
4.400864,6.570137,-4.35,1.8437,0,3.6874,0
4.401864,6.57198,-4.35,1.842923,0,3.685846,0
4.402864,6.573822,-4.35,1.842144,0,3.684288,0
4.403863,6.575663,-4.35,1.841363,0,3.682726,0
4.404863,6.577504,-4.35,1.84058,0,3.681161,0
4.405863,6.579343,-4.35,1.839796,0,3.679592,0
4.406863,6.581182,-4.35,1.83901,0,3.678019,0
4.407863,6.583021,-4.35,1.838221,0,3.676443,0
4.408863,6.584858,-4.35,1.837431,0,3.674863,0
4.409863,6.586695,-4.35,1.836639,0,3.673279,0
4.410863,6.588531,-4.35,1.835846,0,3.671691,0
4.411863,6.590365,-4.35,1.83505,0,3.6701,0
4.412863,6.5922,-4.35,1.834253,0,3.668505,0
4.413863,6.594033,-4.35,1.833454,0,3.666907,0
4.414863,6.595866,-4.35,1.832652,0,3.665305,0
4.415863,6.597698,-4.35,1.83185,0,3.663699,0
4.416862,6.599529,-4.35,1.831045,0,3.66209,0
4.417862,6.601359,-4.35,1.830238,0,3.660476,0
4.418862,6.603189,-4.35,1.82943,0,3.65886,0
4.419862,6.605017,-4.35,1.82862,0,3.657239,0
4.420862,6.606845,-4.35,1.827808,0,3.655615,0
4.421862,6.608672,-4.35,1.826994,0,3.653987,0
4.422862,6.610498,-4.35,1.826178,0,3.652356,0
4.423862,6.612323,-4.35,1.82536,0,3.650721,0
4.424862,6.614148,-4.35,1.824541,0,3.649082,0
4.425862,6.615972,-4.35,1.82372,0,3.64744,0
4.426862,6.617795,-4.35,1.822897,0,3.645794,0
4.427862,6.619617,-4.35,1.822072,0,3.644144,0
4.428862,6.621438,-4.35,1.821245,0,3.642491,0
4.429862,6.623258,-4.35,1.820417,0,3.640834,0
4.430861,6.625078,-4.35,1.819587,0,3.639173,0
4.431861,6.626896,-4.35,1.818755,0,3.637509,0
4.432861,6.628714,-4.35,1.817921,0,3.635841,0
4.433861,6.630531,-4.35,1.817085,0,3.63417,0
4.434861,6.632348,-4.35,1.816247,0,3.632495,0
4.435861,6.634163,-4.35,1.815408,0,3.630816,0
4.436861,6.635977,-4.35,1.814567,0,3.629134,0
4.437861,6.637791,-4.35,1.813724,0,3.627448,0
4.438861,6.639604,-4.35,1.812879,0,3.625758,0
4.439861,6.641416,-4.35,1.812032,0,3.624065,0
4.440861,6.643227,-4.35,1.811184,0,3.622368,0
4.441861,6.645038,-4.35,1.810334,0,3.620667,0
4.442861,6.646847,-4.35,1.809482,0,3.618963,0
4.443861,6.648656,-4.35,1.808628,0,3.617255,0
4.44486,6.650464,-4.35,1.807772,0,3.615544,0
4.44586,6.65227,-4.35,1.806915,0,3.613829,0
4.44686,6.654077,-4.35,1.806055,0,3.612111,0
4.44786,6.655882,-4.35,1.805194,0,3.610389,0
4.44886,6.657686,-4.35,1.804331,0,3.608663,0
4.44986,6.65949,-4.35,1.803467,0,3.606933,0
4.45086,6.661292,-4.35,1.8026,0,3.6052,0
4.45186,6.663094,-4.35,1.801732,0,3.603463,0
4.45286,6.664895,-4.35,1.800862,0,3.601723,0
4.45386,6.666695,-4.35,1.79999,0,3.599979,0
4.45486,6.668494,-4.35,1.799116,0,3.598232,0
4.45586,6.670292,-4.35,1.798241,0,3.596481,0
4.45686,6.67209,-4.35,1.797363,0,3.594726,0
4.45786,6.673886,-4.35,1.796484,0,3.592968,0
4.458859,6.675682,-4.35,1.795603,0,3.591206,0
4.459859,6.677477,-4.35,1.79472,0,3.589441,0
4.460859,6.679271,-4.35,1.793836,0,3.587672,0
4.461859,6.681064,-4.35,1.792949,0,3.585899,0
4.462859,6.682856,-4.35,1.792061,0,3.584123,0
4.463859,6.684647,-4.35,1.791171,0,3.582343,0
4.464859,6.686437,-4.35,1.79028,0,3.580559,0
4.465859,6.688226,-4.35,1.789386,0,3.578773,0
4.466859,6.690015,-4.35,1.788491,0,3.576982,0
4.467859,6.691803,-4.35,1.787594,0,3.575188,0
4.468859,6.693589,-4.35,1.786695,0,3.57339,0
4.469859,6.695375,-4.35,1.785794,0,3.571589,0
4.470859,6.69716,-4.35,1.784892,0,3.569784,0
4.471859,6.698944,-4.35,1.783988,0,3.567976,0
4.472858,6.700727,-4.35,1.783082,0,3.566164,0
4.473858,6.702508,-4.35,1.782174,0,3.564348,0
4.474858,6.70429,-4.35,1.781265,0,3.562529,0
4.475858,6.70607,-4.35,1.780353,0,3.560706,0
4.476858,6.70785,-4.35,1.77944,0,3.55888,0
4.477858,6.709629,-4.35,1.778525,0,3.55705,0
4.478858,6.711406,-4.35,1.777609,0,3.555217,0
4.479858,6.713183,-4.35,1.77669,0,3.55338,0
4.480858,6.714959,-4.35,1.77577,0,3.55154,0
4.481858,6.716733,-4.35,1.774848,0,3.549696,0
4.482858,6.718507,-4.35,1.773924,0,3.547848,0
4.483858,6.72028,-4.35,1.772999,0,3.545997,0
4.484858,6.722052,-4.35,1.772071,0,3.544143,0
4.485857,6.723823,-4.35,1.771142,0,3.542284,0
4.486857,6.725593,-4.35,1.770211,0,3.540423,0
4.487857,6.727362,-4.35,1.769279,0,3.538558,0
4.488857,6.72913,-4.35,1.768344,0,3.536689,0
4.489857,6.730898,-4.35,1.767408,0,3.534817,0
4.490857,6.732665,-4.35,1.76647,0,3.532941,0
4.491857,6.73443,-4.35,1.765531,0,3.531061,0
4.492857,6.736195,-4.35,1.764589,0,3.529178,0
4.493857,6.737959,-4.35,1.763646,0,3.527292,0
4.494857,6.739722,-4.35,1.762701,0,3.525402,0
4.495857,6.741484,-4.35,1.761754,0,3.523508,0
4.496857,6.743245,-4.35,1.760806,0,3.521611,0
4.497857,6.745005,-4.35,1.759855,0,3.519711,0
4.498857,6.746764,-4.35,1.758903,0,3.517807,0
4.499856,6.748522,-4.35,1.75795,0,3.515899,0
4.500856,6.750279,-4.35,1.756994,0,3.513988,0
4.501856,6.752035,-4.35,1.756037,0,3.512074,0
4.502856,6.75379,-4.35,1.755078,0,3.510155,0
4.503856,6.755545,-4.35,1.754117,0,3.508234,0
4.504856,6.757298,-4.35,1.753154,0,3.506309,0
4.505856,6.75905,-4.35,1.75219,0,3.50438,0
4.506856,6.760802,-4.35,1.751224,0,3.502448,0
4.507856,6.762552,-4.35,1.750256,0,3.500512,0
4.508856,6.764302,-4.35,1.749287,0,3.498573,0
4.509856,6.76605,-4.35,1.748315,0,3.49663,0
4.510856,6.767797,-4.35,1.747342,0,3.494684,0
4.511856,6.769543,-4.35,1.746367,0,3.492735,0
4.512856,6.771288,-4.35,1.745391,0,3.490782,0
4.513855,6.773033,-4.35,1.744412,0,3.488825,0
4.514855,6.774776,-4.35,1.743432,0,3.486865,0
4.515855,6.776518,-4.35,1.742451,0,3.484901,0
4.516855,6.77826,-4.35,1.741467,0,3.482934,0
4.517855,6.78,-4.35,1.740482,0,3.480963,0
4.518855,6.78174,-4.35,1.739495,0,3.478989,0
4.519855,6.783478,-4.35,1.738506,0,3.477012,0
4.520855,6.785216,-4.35,1.737515,0,3.475031,0
4.521855,6.786952,-4.35,1.736523,0,3.473046,0
4.522855,6.788688,-4.35,1.735529,0,3.471058,0
4.523855,6.790423,-4.35,1.734533,0,3.469067,0
4.524855,6.792156,-4.35,1.733536,0,3.467072,0
4.525855,6.793889,-4.35,1.732537,0,3.465074,0
4.526855,6.79562,-4.35,1.731536,0,3.463072,0
4.527854,6.79735,-4.35,1.730533,0,3.461066,0
4.528854,6.79908,-4.35,1.729529,0,3.459058,0
4.529854,6.800808,-4.35,1.728523,0,3.457046,0
4.530854,6.802536,-4.35,1.727515,0,3.45503,0
4.531854,6.804263,-4.35,1.726505,0,3.453011,0
4.532854,6.805988,-4.35,1.725494,0,3.450988,0
4.533854,6.807713,-4.35,1.724481,0,3.448962,0
4.534854,6.809436,-4.35,1.723466,0,3.446933,0
4.535854,6.811158,-4.35,1.72245,0,3.4449,0
4.536854,6.81288,-4.35,1.721432,0,3.442863,0
4.537854,6.8146,-4.35,1.720412,0,3.440824,0
4.538854,6.816319,-4.35,1.71939,0,3.43878,0
4.539854,6.818038,-4.35,1.718367,0,3.436734,0
4.540854,6.819756,-4.35,1.717342,0,3.434684,0
4.541853,6.821472,-4.35,1.716315,0,3.43263,0
4.542853,6.823187,-4.35,1.715286,0,3.430573,0
4.543853,6.824901,-4.35,1.714256,0,3.428513,0
4.544853,6.826614,-4.35,1.713224,0,3.426449,0
4.545853,6.828327,-4.35,1.712191,0,3.424381,0
4.546853,6.830038,-4.35,1.711155,0,3.422311,0
4.547853,6.831748,-4.35,1.710118,0,3.420237,0
4.548853,6.833457,-4.35,1.70908,0,3.418159,0
4.549853,6.835165,-4.35,1.708039,0,3.416078,0
4.550853,6.836872,-4.35,1.706997,0,3.413994,0
4.551853,6.838578,-4.35,1.705953,0,3.411906,0
4.552853,6.840283,-4.35,1.704907,0,3.409815,0
4.553853,6.841987,-4.35,1.70386,0,3.40772,0
4.554852,6.843689,-4.35,1.702811,0,3.405622,0
4.555852,6.845391,-4.35,1.70176,0,3.403521,0
4.556852,6.847092,-4.35,1.700708,0,3.401416,0
4.557852,6.848792,-4.35,1.699654,0,3.399307,0
4.558852,6.85049,-4.35,1.698598,0,3.397196,0
4.559852,6.852188,-4.35,1.69754,0,3.395081,0
4.560852,6.853884,-4.35,1.696481,0,3.392962,0
4.561852,6.85558,-4.35,1.69542,0,3.390841,0
4.562852,6.857274,-4.35,1.694358,0,3.388715,0
4.563852,6.858967,-4.35,1.693293,0,3.386587,0
4.564852,6.86066,-4.35,1.692227,0,3.384455,0
4.565852,6.862351,-4.35,1.69116,0,3.382319,0
4.566852,6.864041,-4.35,1.69009,0,3.380181,0
4.567852,6.86573,-4.35,1.689019,0,3.378038,0
4.568851,6.867418,-4.35,1.687946,0,3.375893,0
4.569851,6.869105,-4.35,1.686872,0,3.373744,0
4.570851,6.87079,-4.35,1.685796,0,3.371592,0
4.571851,6.872475,-4.35,1.684718,0,3.369436,0
4.572851,6.874159,-4.35,1.683639,0,3.367277,0
4.573851,6.875842,-4.35,1.682557,0,3.365115,0
4.574851,6.877523,-4.35,1.681474,0,3.362949,0
4.575851,6.879203,-4.35,1.68039,0,3.36078,0
4.576851,6.880883,-4.35,1.679304,0,3.358607,0
4.577851,6.882561,-4.35,1.678216,0,3.356431,0
4.578851,6.884238,-4.35,1.677126,0,3.354252,0
4.579851,6.885914,-4.35,1.676035,0,3.35207,0
4.580851,6.887589,-4.35,1.674942,0,3.349884,0
4.581851,6.889263,-4.35,1.673847,0,3.347695,0
4.58285,6.890935,-4.35,1.672751,0,3.345502,0
4.58385,6.892607,-4.35,1.671653,0,3.343307,0
4.58485,6.894278,-4.35,1.670554,0,3.341107,0
4.58585,6.895947,-4.35,1.669452,0,3.338905,0
4.58685,6.897615,-4.35,1.66835,0,3.336699,0
4.58785,6.899282,-4.35,1.667245,0,3.33449,0
4.58885,6.900949,-4.35,1.666139,0,3.332277,0
4.58985,6.902614,-4.35,1.665031,0,3.330061,0
4.59085,6.904277,-4.35,1.663921,0,3.327842,0
4.59185,6.90594,-4.35,1.66281,0,3.32562,0
4.59285,6.907602,-4.35,1.661697,0,3.323394,0
4.59385,6.909262,-4.35,1.660582,0,3.321165,0
4.59485,6.910922,-4.35,1.659466,0,3.318932,0
4.59585,6.91258,-4.35,1.658348,0,3.316696,0
4.596849,6.914237,-4.35,1.657228,0,3.314457,0
4.597849,6.915893,-4.35,1.656107,0,3.312214,0
4.598849,6.917548,-4.35,1.654984,0,3.309968,0
4.599849,6.919202,-4.35,1.65386,0,3.307719,0
4.600849,6.920855,-4.35,1.652733,0,3.305467,0
4.601849,6.922506,-4.35,1.651605,0,3.303211,0
4.602849,6.924157,-4.35,1.650476,0,3.300952,0
4.603849,6.925806,-4.35,1.649345,0,3.29869,0
4.604849,6.927454,-4.35,1.648212,0,3.296424,0
4.605849,6.929101,-4.35,1.647077,0,3.294155,0
4.606849,6.930748,-4.35,1.645941,0,3.291883,0
4.607849,6.932392,-4.35,1.644804,0,3.289607,0
4.608849,6.934036,-4.35,1.643664,0,3.287328,0
4.609848,6.935678,-4.35,1.642523,0,3.285046,0
4.610848,6.93732,-4.35,1.64138,0,3.282761,0
4.611848,6.93896,-4.35,1.640236,0,3.280472,0
4.612848,6.940599,-4.35,1.63909,0,3.27818,0
4.613848,6.942237,-4.35,1.637942,0,3.275885,0
4.614848,6.943874,-4.35,1.636793,0,3.273586,0
4.615848,6.945509,-4.35,1.635642,0,3.271285,0
4.616848,6.947144,-4.35,1.63449,0,3.26898,0
4.617848,6.948777,-4.35,1.633336,0,3.266671,0
4.618848,6.950409,-4.35,1.63218,0,3.264359,0
4.619848,6.952041,-4.35,1.631022,0,3.262045,0
4.620848,6.953671,-4.35,1.629863,0,3.259727,0
4.621848,6.955299,-4.35,1.628703,0,3.257405,0
4.622848,6.956927,-4.35,1.62754,0,3.25508,0
4.623847,6.958553,-4.35,1.626376,0,3.252753,0
4.624847,6.960178,-4.35,1.625211,0,3.250421,0
4.625847,6.961802,-4.35,1.624043,0,3.248087,0
