t,x_cubeOne(t),x_cubeTwo(t),v_cubeOne(t),v_cubeTwo(t),p_cubeOne(t),p_cubeTwo(t)
24.34525,-15.73682,-17.24059,-1.089132,-0.9295278,-2.178264,-1.859056
24.34625,-15.73791,-17.24152,-1.089635,-0.9290245,-2.179271,-1.858049
24.34725,-15.739,-17.24245,-1.090139,-0.9285211,-2.180278,-1.857042
24.34825,-15.74009,-17.24337,-1.090642,-0.9280177,-2.181284,-1.856035
24.34925,-15.74118,-17.2443,-1.091362,-0.9272982,-2.182724,-1.854596
24.35025,-15.74228,-17.24522,-1.095368,-0.9232916,-2.190737,-1.846583
24.35125,-15.74337,-17.24615,-1.097579,-0.9210812,-2.195158,-1.842162
24.35225,-15.74448,-17.24706,-1.099021,-0.9196393,-2.198041,-1.839279
24.35324,-15.74558,-17.24798,-1.099908,-0.9187518,-2.199816,-1.837504
24.35424,-15.74668,-17.2489,-1.100865,-0.9177954,-2.201729,-1.835591
24.35524,-15.74778,-17.24982,-1.101427,-0.9172328,-2.202854,-1.834466
24.35624,-15.74888,-17.25073,-1.102017,-0.9166427,-2.204034,-1.833285
24.35724,-15.74998,-17.25165,-1.102607,-0.9160529,-2.205214,-1.832106
24.35824,-15.75109,-17.25257,-1.103197,-0.9154631,-2.206394,-1.830926
24.35924,-15.75219,-17.25348,-1.103786,-0.9148735,-2.207573,-1.829747
24.36024,-15.75329,-17.25439,-1.104376,-0.9142839,-2.208752,-1.828568
24.36124,-15.7544,-17.25531,-1.104965,-0.9136945,-2.209931,-1.827389
24.36224,-15.75551,-17.25622,-1.105555,-0.9131052,-2.21111,-1.82621
24.36324,-15.75661,-17.25713,-1.106144,-0.9125162,-2.212288,-1.825032
24.36424,-15.75772,-17.25804,-1.106733,-0.911927,-2.213466,-1.823854
24.36524,-15.75883,-17.25895,-1.107322,-0.9113379,-2.214644,-1.822676
24.36624,-15.75994,-17.25986,-1.107911,-0.910749,-2.215822,-1.821498
24.36724,-15.76104,-17.26077,-1.1085,-0.9101604,-2.216999,-1.820321
24.36824,-15.76215,-17.26168,-1.109088,-0.9095718,-2.218176,-1.819144
24.36924,-15.76326,-17.26259,-1.109677,-0.9089832,-2.219354,-1.817966
24.37024,-15.76438,-17.26349,-1.114693,-0.9039674,-2.229385,-1.807935
24.37123,-15.7655,-17.26439,-1.117293,-0.9013672,-2.234586,-1.802734
24.37223,-15.76661,-17.2653,-1.118899,-0.8997613,-2.237798,-1.799523
24.37323,-15.76773,-17.26619,-1.119985,-0.8986753,-2.23997,-1.797351
24.37423,-15.76886,-17.26709,-1.120634,-0.8980265,-2.241267,-1.796053
24.37523,-15.76998,-17.26799,-1.121315,-0.8973454,-2.24263,-1.794691
24.37623,-15.7711,-17.26888,-1.121995,-0.896665,-2.24399,-1.79333
24.37723,-15.77222,-17.26978,-1.122676,-0.8959844,-2.245351,-1.791969
24.37823,-15.77335,-17.27067,-1.123356,-0.895304,-2.246712,-1.790608
24.37923,-15.77447,-17.27157,-1.124036,-0.8946238,-2.248073,-1.789248
24.38023,-15.77559,-17.27246,-1.124716,-0.8939437,-2.249433,-1.787887
24.38123,-15.77672,-17.27336,-1.125396,-0.8932638,-2.250793,-1.786528
24.38223,-15.77785,-17.27425,-1.126076,-0.892584,-2.252152,-1.785168
24.38323,-15.77897,-17.27514,-1.126755,-0.8919045,-2.253511,-1.783809
24.38423,-15.7801,-17.27603,-1.127435,-0.891225,-2.25487,-1.78245
24.38523,-15.78123,-17.27692,-1.128114,-0.8905458,-2.256228,-1.781092
24.38623,-15.78236,-17.27781,-1.128794,-0.8898664,-2.257587,-1.779733
24.38723,-15.78349,-17.2787,-1.129472,-0.8891877,-2.258945,-1.778375
24.38823,-15.78462,-17.27958,-1.13229,-0.8863697,-2.26458,-1.772739
24.38923,-15.78576,-17.28047,-1.137203,-0.8814575,-2.274405,-1.762915
24.39022,-15.7869,-17.28135,-1.139341,-0.8793189,-2.278682,-1.758638
24.39122,-15.78804,-17.28222,-1.140691,-0.8779687,-2.281383,-1.755937
24.39222,-15.78918,-17.2831,-1.141431,-0.8772293,-2.282861,-1.754459
24.39322,-15.79033,-17.28398,-1.142205,-0.8764555,-2.284409,-1.752911
24.39422,-15.79147,-17.28485,-1.142978,-0.8756816,-2.285957,-1.751363
24.39522,-15.79261,-17.28573,-1.143751,-0.8749087,-2.287503,-1.749817
24.39622,-15.79376,-17.2866,-1.144525,-0.8741353,-2.28905,-1.748271
24.39722,-15.7949,-17.28747,-1.145298,-0.8733624,-2.290595,-1.746725
24.39822,-15.79605,-17.28834,-1.146071,-0.8725892,-2.292141,-1.745178
24.39922,-15.7972,-17.28922,-1.146843,-0.8718168,-2.293686,-1.743634
24.40022,-15.79834,-17.29009,-1.147616,-0.8710442,-2.295232,-1.742088
24.40122,-15.79949,-17.29096,-1.148388,-0.8702719,-2.296776,-1.740544
24.40222,-15.80064,-17.29182,-1.14916,-0.8694998,-2.29832,-1.739
24.40322,-15.80179,-17.29269,-1.149932,-0.8687279,-2.299864,-1.737456
24.40422,-15.80294,-17.29356,-1.150704,-0.8679562,-2.301408,-1.735912
24.40522,-15.8041,-17.29443,-1.151475,-0.8671846,-2.302951,-1.734369
24.40622,-15.80525,-17.29529,-1.153545,-0.8651152,-2.30709,-1.73023
24.40722,-15.80641,-17.29615,-1.159988,-0.8586721,-2.319976,-1.717344
24.40821,-15.80757,-17.29701,-1.162501,-0.8561597,-2.325001,-1.712319
24.40921,-15.80874,-17.29786,-1.164078,-0.8545818,-2.328157,-1.709164
24.41021,-15.80991,-17.29871,-1.164914,-0.8537464,-2.329828,-1.707493
24.41121,-15.81107,-17.29957,-1.165787,-0.852873,-2.331574,-1.705746
24.41221,-15.81224,-17.30042,-1.16666,-0.8520002,-2.33332,-1.704
24.41321,-15.81341,-17.30127,-1.167533,-0.8511272,-2.335066,-1.702254
24.41421,-15.81457,-17.30212,-1.168405,-0.8502548,-2.336811,-1.70051
24.41521,-15.81574,-17.30297,-1.169277,-0.8493826,-2.338555,-1.698765
24.41621,-15.81691,-17.30382,-1.17015,-0.8485104,-2.340299,-1.697021
24.41721,-15.81808,-17.30466,-1.171021,-0.8476386,-2.342043,-1.695277
24.41821,-15.81926,-17.30551,-1.171893,-0.8467669,-2.343786,-1.693534
24.41921,-15.82043,-17.30635,-1.172765,-0.8458956,-2.345529,-1.691791
24.42021,-15.8216,-17.3072,-1.173636,-0.8450245,-2.347271,-1.690049
24.42121,-15.82278,-17.30804,-1.174507,-0.8441533,-2.349014,-1.688307
24.42221,-15.82396,-17.30889,-1.175377,-0.8432831,-2.350754,-1.686566
24.42321,-15.82513,-17.30973,-1.176248,-0.8424125,-2.352495,-1.684825
24.42421,-15.82631,-17.31057,-1.178167,-0.840493,-2.356334,-1.680986
24.42521,-15.8275,-17.3114,-1.185851,-0.8328096,-2.371701,-1.665619
24.4262,-15.82869,-17.31223,-1.188456,-0.8302044,-2.376911,-1.660409
24.4272,-15.82988,-17.31306,-1.190308,-0.8283516,-2.380617,-1.656703
24.4282,-15.83107,-17.31388,-1.191252,-0.8274077,-2.382505,-1.654815
24.4292,-15.83226,-17.31471,-1.192231,-0.8264289,-2.384462,-1.652858
24.4302,-15.83345,-17.31553,-1.193209,-0.8254507,-2.386419,-1.650901
24.4312,-15.83465,-17.31636,-1.194188,-0.8244723,-2.388376,-1.648945
24.4322,-15.83584,-17.31718,-1.195165,-0.8234947,-2.390331,-1.646989
24.4332,-15.83704,-17.318,-1.196143,-0.8225169,-2.392286,-1.645034
24.4342,-15.83824,-17.31882,-1.19712,-0.8215398,-2.394241,-1.64308
24.4352,-15.83944,-17.31964,-1.198097,-0.8205628,-2.396195,-1.641126
24.4362,-15.84064,-17.32046,-1.199074,-0.8195862,-2.398148,-1.639172
24.4372,-15.84184,-17.32128,-1.20005,-0.81861,-2.4001,-1.63722
24.4382,-15.84304,-17.3221,-1.201026,-0.8176339,-2.402052,-1.635268
24.4392,-15.84424,-17.32291,-1.202002,-0.8166579,-2.404004,-1.633316
24.4402,-15.84544,-17.32373,-1.202977,-0.8156829,-2.405954,-1.631366
24.4412,-15.84665,-17.32454,-1.203952,-0.8147076,-2.407905,-1.629415
24.4422,-15.84786,-17.32536,-1.206648,-0.8120116,-2.413297,-1.624023
24.4432,-15.84907,-17.32616,-1.214765,-0.8038948,-2.429531,-1.60779
24.44419,-15.85029,-17.32696,-1.217616,-0.8010444,-2.435231,-1.602089
24.44519,-15.85151,-17.32776,-1.219642,-0.7990178,-2.439285,-1.598036
24.44619,-15.85273,-17.32856,-1.22069,-0.7979704,-2.44138,-1.595941
24.44719,-15.85395,-17.32935,-1.22178,-0.7968797,-2.443561,-1.593759
24.44819,-15.85518,-17.33015,-1.22287,-0.7957896,-2.445741,-1.591579
24.44919,-15.8564,-17.33094,-1.223961,-0.7946993,-2.447922,-1.589399
24.45019,-15.85763,-17.33173,-1.22505,-0.7936097,-2.450101,-1.587219
24.45119,-15.85885,-17.33253,-1.22614,-0.7925203,-2.45228,-1.585041
24.45219,-15.86008,-17.33332,-1.227228,-0.7914318,-2.454456,-1.582864
24.45319,-15.86131,-17.33411,-1.228317,-0.7903428,-2.456634,-1.580686
24.45419,-15.86254,-17.3349,-1.229405,-0.789255,-2.45881,-1.57851
24.45519,-15.86377,-17.33568,-1.230493,-0.7881671,-2.460986,-1.576334
24.45619,-15.865,-17.33647,-1.23158,-0.7870802,-2.463159,-1.57416
24.45719,-15.86624,-17.33726,-1.232667,-0.7859929,-2.465334,-1.571986
24.45819,-15.86747,-17.33804,-1.233753,-0.7849068,-2.467506,-1.569814
24.45919,-15.86871,-17.33882,-1.234839,-0.7838207,-2.469679,-1.567641
24.46019,-15.86995,-17.3396,-1.238567,-0.7800925,-2.477135,-1.560185
24.46119,-15.87119,-17.34037,-1.24695,-0.7717096,-2.493901,-1.543419
24.46218,-15.87244,-17.34114,-1.25,-0.7686597,-2.500001,-1.537319
24.46318,-15.8737,-17.34191,-1.252204,-0.7664561,-2.504408,-1.532912
24.46418,-15.87495,-17.34267,-1.253374,-0.7652856,-2.506749,-1.530571
24.46518,-15.87621,-17.34344,-1.254582,-0.7640775,-2.509165,-1.528155
24.46618,-15.87746,-17.3442,-1.255791,-0.7628694,-2.511581,-1.525739
24.46718,-15.87872,-17.34496,-1.256998,-0.7616616,-2.513997,-1.523323
24.46818,-15.87998,-17.34572,-1.258206,-0.7604544,-2.516411,-1.520909
24.46918,-15.88124,-17.34648,-1.259412,-0.7592482,-2.518823,-1.518496
24.47018,-15.8825,-17.34724,-1.260618,-0.7580421,-2.521236,-1.516084
24.47118,-15.88376,-17.34799,-1.261824,-0.7568359,-2.523648,-1.513672
24.47218,-15.88503,-17.34875,-1.263029,-0.7556312,-2.526057,-1.511262
24.47318,-15.88629,-17.3495,-1.264233,-0.7544268,-2.528466,-1.508854
24.47418,-15.88756,-17.35025,-1.265438,-0.7532222,-2.530876,-1.506444
24.47518,-15.88882,-17.35101,-1.266641,-0.7520189,-2.533282,-1.504038
24.47618,-15.89009,-17.35176,-1.267845,-0.7508153,-2.535689,-1.501631
24.47718,-15.89136,-17.3525,-1.269047,-0.7496129,-2.538094,-1.499226
24.47818,-15.89264,-17.35324,-1.278587,-0.7400727,-2.557175,-1.480145
24.47918,-15.89393,-17.35398,-1.283366,-0.7352941,-2.566732,-1.470588
24.48018,-15.89521,-17.35471,-1.284633,-0.7340272,-2.569266,-1.468054
24.48117,-15.8965,-17.35545,-1.285943,-0.7327173,-2.571886,-1.465435
24.48217,-15.89779,-17.35618,-1.287254,-0.7314063,-2.574508,-1.462813
24.48317,-15.89908,-17.35691,-1.288564,-0.7300959,-2.577128,-1.460192
24.48417,-15.90037,-17.35763,-1.289874,-0.7287857,-2.579749,-1.457571
24.48517,-15.90166,-17.35836,-1.291183,-0.7274768,-2.582366,-1.454954
24.48617,-15.90295,-17.35909,-1.292492,-0.726168,-2.584984,-1.452336
24.48717,-15.90425,-17.35981,-1.2938,-0.7248597,-2.587601,-1.449719
24.48817,-15.90554,-17.36053,-1.295108,-0.7235525,-2.590215,-1.447105
24.48917,-15.90684,-17.36125,-1.296415,-0.7222453,-2.59283,-1.444491
24.49017,-15.90814,-17.36197,-1.297721,-0.720939,-2.595442,-1.441878
24.49117,-15.90944,-17.36269,-1.299027,-0.7196335,-2.598053,-1.439267
24.49217,-15.91074,-17.36341,-1.301227,-0.7174328,-2.602455,-1.434866
24.49317,-15.91205,-17.36411,-1.311459,-0.7072008,-2.622919,-1.414402
24.49417,-15.91337,-17.36482,-1.315823,-0.7028371,-2.631646,-1.405674
24.49517,-15.91469,-17.36552,-1.318538,-0.7001219,-2.637077,-1.400244
24.49617,-15.91601,-17.36621,-1.319944,-0.6987164,-2.639888,-1.397433
24.49717,-15.91733,-17.36691,-1.321375,-0.6972855,-2.642749,-1.394571
24.49817,-15.91865,-17.36761,-1.322804,-0.6958561,-2.645608,-1.391712
24.49916,-15.91998,-17.3683,-1.324233,-0.6944269,-2.648467,-1.388854
24.50016,-15.9213,-17.36899,-1.325661,-0.6929989,-2.651323,-1.385998
24.50116,-15.92263,-17.36968,-1.327089,-0.6915714,-2.654178,-1.383143
24.50216,-15.92396,-17.37037,-1.328516,-0.6901447,-2.657031,-1.380289
24.50316,-15.92529,-17.37106,-1.329942,-0.6887187,-2.659883,-1.377437
24.50416,-15.92662,-17.37175,-1.331367,-0.6872931,-2.662734,-1.374586
24.50516,-15.92796,-17.37243,-1.332792,-0.6858687,-2.665583,-1.371737
24.50616,-15.92929,-17.37312,-1.334216,-0.6844447,-2.668431,-1.368889
24.50716,-15.93063,-17.3738,-1.335639,-0.6830215,-2.671278,-1.366043
24.50816,-15.93197,-17.37448,-1.337061,-0.6815991,-2.674122,-1.363198
24.50916,-15.93331,-17.37515,-1.34485,-0.6738106,-2.689699,-1.347621
24.51016,-15.93467,-17.37582,-1.352415,-0.6662452,-2.70483,-1.33249
24.51116,-15.93602,-17.37648,-1.3558,-0.6628599,-2.711601,-1.32572
24.51216,-15.93738,-17.37714,-1.357303,-0.6613575,-2.714606,-1.322715
24.51316,-15.93874,-17.3778,-1.358847,-0.6598132,-2.717694,-1.319626
24.51416,-15.9401,-17.37846,-1.36039,-0.6582705,-2.720779,-1.316541
24.51516,-15.94146,-17.37912,-1.361932,-0.656728,-2.723865,-1.313456
24.51616,-15.94283,-17.37977,-1.363474,-0.6551863,-2.726948,-1.310373
24.51715,-15.94419,-17.38042,-1.365014,-0.6536457,-2.730029,-1.307291
24.51815,-15.94556,-17.38107,-1.366554,-0.652106,-2.733108,-1.304212
24.51915,-15.94693,-17.38172,-1.368093,-0.6505667,-2.736187,-1.301133
24.52015,-15.9483,-17.38237,-1.369631,-0.649029,-2.739262,-1.298058
24.52115,-15.94967,-17.38302,-1.371169,-0.6474912,-2.742338,-1.294982
24.52215,-15.95105,-17.38366,-1.372706,-0.6459544,-2.745411,-1.291909
24.52315,-15.95242,-17.38431,-1.374241,-0.6444194,-2.748482,-1.288839
24.52415,-15.9538,-17.38495,-1.375776,-0.6428843,-2.751552,-1.285769
24.52515,-15.95519,-17.38558,-1.387183,-0.6314775,-2.774365,-1.262955
24.52615,-15.95658,-17.38621,-1.393046,-0.6256139,-2.786093,-1.251228
24.52715,-15.95798,-17.38683,-1.396286,-0.6223744,-2.792572,-1.244749
24.52815,-15.95938,-17.38745,-1.397923,-0.6207376,-2.795845,-1.241475
24.52915,-15.96078,-17.38807,-1.399586,-0.6190743,-2.799172,-1.238149
24.53015,-15.96218,-17.38868,-1.401248,-0.6174126,-2.802495,-1.234825
24.53115,-15.96358,-17.3893,-1.402909,-0.6157515,-2.805817,-1.231503
24.53215,-15.96499,-17.38991,-1.404569,-0.6140908,-2.809139,-1.228182
24.53315,-15.96639,-17.39052,-1.406228,-0.612432,-2.812456,-1.224864
24.53415,-15.9678,-17.39113,-1.407887,-0.6107736,-2.815773,-1.221547
24.53514,-15.96921,-17.39174,-1.409544,-0.6091161,-2.819088,-1.218232
24.53614,-15.97062,-17.39235,-1.4112,-0.6074598,-2.822401,-1.21492
24.53714,-15.97204,-17.39295,-1.412855,-0.6058047,-2.825711,-1.211609
24.53814,-15.97345,-17.39355,-1.414509,-0.6041509,-2.829019,-1.208302
24.53914,-15.97487,-17.39415,-1.416162,-0.6024979,-2.832325,-1.204996
24.54014,-15.97629,-17.39475,-1.417814,-0.6008461,-2.835628,-1.201692
24.54114,-15.97772,-17.39534,-1.42972,-0.5889398,-2.859441,-1.17788
24.54214,-15.97916,-17.39592,-1.436231,-0.5824296,-2.872461,-1.164859
24.54314,-15.9806,-17.3965,-1.439706,-0.5789539,-2.879412,-1.157908
24.54414,-15.98204,-17.39708,-1.441422,-0.577238,-2.882844,-1.154476
24.54514,-15.98348,-17.39765,-1.443205,-0.5754552,-2.88641,-1.15091
24.54614,-15.98493,-17.39823,-1.444987,-0.5736733,-2.889974,-1.147347
24.54714,-15.98638,-17.3988,-1.446767,-0.5718927,-2.893535,-1.143785
24.54814,-15.98783,-17.39936,-1.448547,-0.570113,-2.897094,-1.140226
24.54914,-15.98928,-17.39993,-1.450325,-0.5683349,-2.900651,-1.13667
24.55014,-15.99073,-17.4005,-1.452102,-0.5665578,-2.904205,-1.133116
24.55114,-15.99218,-17.40106,-1.453878,-0.5647819,-2.907757,-1.129564
24.55214,-15.99364,-17.40162,-1.455653,-0.5630075,-2.911305,-1.126015
24.55313,-15.9951,-17.40219,-1.457426,-0.5612338,-2.914853,-1.122468
24.55413,-15.99656,-17.40274,-1.459198,-0.5594621,-2.918396,-1.118924
24.55513,-15.99802,-17.4033,-1.460969,-0.5576915,-2.921937,-1.115383
24.55613,-15.99949,-17.40385,-1.466354,-0.5523061,-2.932708,-1.104612
24.55713,-16.00097,-17.40439,-1.478261,-0.5403987,-2.956522,-1.080797
24.55813,-16.00245,-17.40493,-1.480079,-0.5385813,-2.960157,-1.077163
24.55913,-16.00393,-17.40546,-1.48195,-0.5367102,-2.963899,-1.07342
24.56013,-16.00541,-17.406,-1.483823,-0.5348368,-2.967646,-1.069674
24.56113,-16.0069,-17.40653,-1.485692,-0.5329674,-2.971385,-1.065935
24.56213,-16.00839,-17.40706,-1.487563,-0.5310974,-2.975125,-1.062195
24.56313,-16.00988,-17.40759,-1.489431,-0.5292286,-2.978863,-1.058457
24.56413,-16.01137,-17.40811,-1.491297,-0.5273629,-2.982594,-1.054726
24.56513,-16.01287,-17.40864,-1.493162,-0.5254976,-2.986325,-1.050995
24.56613,-16.01436,-17.40916,-1.495026,-0.5236334,-2.990053,-1.047267
24.56713,-16.01586,-17.40968,-1.496889,-0.521771,-2.993778,-1.043542
24.56813,-16.01736,-17.4102,-1.498749,-0.5199106,-2.997499,-1.039821
24.56913,-16.01887,-17.41071,-1.511675,-0.5069848,-3.02335,-1.01397
24.57013,-16.02039,-17.41121,-1.518548,-0.5001122,-3.037095,-1.000224
24.57113,-16.02192,-17.4117,-1.523098,-0.4955615,-3.046196,-0.9911231
24.57212,-16.02344,-17.41219,-1.52497,-0.49369,-3.04994,-0.9873799
24.57312,-16.02497,-17.41268,-1.526966,-0.491694,-3.053932,-0.9833879
24.57412,-16.0265,-17.41317,-1.528961,-0.489699,-3.057922,-0.979398
24.57512,-16.02803,-17.41366,-1.530952,-0.4877074,-3.061905,-0.9754148
24.57612,-16.02957,-17.41414,-1.532944,-0.4857159,-3.065888,-0.9714319
24.57712,-16.0311,-17.41463,-1.534932,-0.4837275,-3.069865,-0.9674551
24.57812,-16.03264,-17.41511,-1.53692,-0.4817394,-3.073841,-0.9634788
24.57912,-16.03418,-17.41559,-1.538906,-0.4797542,-3.077811,-0.9595084
24.58012,-16.03572,-17.41607,-1.54089,-0.4777702,-3.081779,-0.9555404
24.58112,-16.03727,-17.41654,-1.542872,-0.4757874,-3.085745,-0.9515747
24.58212,-16.03881,-17.41701,-1.544853,-0.4738072,-3.089705,-0.9476144
24.58312,-16.04036,-17.41748,-1.546832,-0.4718275,-3.093665,-0.943655
24.58412,-16.04192,-17.41794,-1.555312,-0.463348,-3.110624,-0.9266961
24.58512,-16.04348,-17.4184,-1.56524,-0.4534203,-3.130479,-0.9068406
24.58612,-16.04505,-17.41885,-1.567221,-0.4514388,-3.134442,-0.9028776
24.58712,-16.04662,-17.41929,-1.569298,-0.4493619,-3.138596,-0.8987237
24.58812,-16.04819,-17.41974,-1.571375,-0.4472852,-3.142749,-0.8945704
24.58912,-16.04977,-17.42019,-1.573449,-0.4452109,-3.146898,-0.8904217
24.59011,-16.05134,-17.42063,-1.575522,-0.4431381,-3.151044,-0.8862762
24.59111,-16.05292,-17.42107,-1.577592,-0.4410677,-3.155185,-0.8821354
24.59211,-16.05451,-17.4215,-1.584289,-0.4343709,-3.168578,-0.8687418
24.59311,-16.0561,-17.42193,-1.58637,-0.4322895,-3.172741,-0.8645789
24.59411,-16.05768,-17.42236,-1.588468,-0.4301915,-3.176937,-0.860383
24.59511,-16.05927,-17.42279,-1.590566,-0.4280942,-3.181132,-0.8561884
24.59611,-16.06087,-17.42321,-1.592661,-0.425999,-3.185322,-0.8519979
24.59711,-16.06247,-17.42364,-1.594755,-0.4239054,-3.189509,-0.8478107
24.59811,-16.06407,-17.42405,-1.603163,-0.4154968,-3.206326,-0.8309935
24.59911,-16.06568,-17.42446,-1.610155,-0.4085047,-3.22031,-0.8170094
24.60011,-16.06729,-17.42486,-1.612317,-0.4063423,-3.224635,-0.8126847
24.60111,-16.06891,-17.42526,-1.614482,-0.4041779,-3.228964,-0.8083557
24.60211,-16.07053,-17.42566,-1.616646,-0.4020138,-3.233292,-0.8040276
24.60311,-16.07215,-17.42606,-1.618807,-0.3998527,-3.237614,-0.7997054
24.60411,-16.07377,-17.42646,-1.620967,-0.3976932,-3.241933,-0.7953864
24.60511,-16.0754,-17.42685,-1.630835,-0.3878249,-3.26167,-0.7756498
24.60611,-16.07704,-17.42723,-1.638544,-0.3801161,-3.277087,-0.7602322
24.60711,-16.07868,-17.4276,-1.640767,-0.3778927,-3.281534,-0.7557853
24.6081,-16.08032,-17.42798,-1.643012,-0.3756479,-3.286023,-0.7512958
24.6091,-16.08197,-17.42835,-1.645253,-0.3734064,-3.290506,-0.7468128
24.6101,-16.08362,-17.42872,-1.647493,-0.3711662,-3.294987,-0.7423324
24.6111,-16.08527,-17.42909,-1.649731,-0.3689288,-3.299461,-0.7378577
24.6121,-16.08692,-17.42945,-1.651966,-0.3666937,-3.303931,-0.7333875
24.6131,-16.08858,-17.42982,-1.654198,-0.3644611,-3.308397,-0.7289222
24.6141,-16.09024,-17.43018,-1.656429,-0.3622307,-3.312858,-0.7244614
24.6151,-16.0919,-17.43054,-1.658656,-0.3600031,-3.317313,-0.7200061
24.6161,-16.09356,-17.43089,-1.660883,-0.3577763,-3.321766,-0.7155526
24.6171,-16.09522,-17.43125,-1.663107,-0.3555526,-3.326214,-0.7111052
24.6181,-16.09689,-17.4316,-1.665329,-0.353331,-3.330657,-0.706662
24.6191,-16.09856,-17.43195,-1.667547,-0.3511128,-3.335093,-0.7022255
24.6201,-16.10024,-17.43229,-1.680495,-0.3381644,-3.36099,-0.6763288
24.6211,-16.10192,-17.43262,-1.682711,-0.3359486,-3.365422,-0.6718971
24.6221,-16.10361,-17.43295,-1.684996,-0.3336634,-3.369992,-0.6673269
24.6231,-16.1053,-17.43328,-1.687277,-0.331382,-3.374555,-0.662764
24.6241,-16.10699,-17.43361,-1.689556,-0.3291038,-3.379111,-0.6582076
24.6251,-16.10868,-17.43394,-1.691833,-0.3268259,-3.383667,-0.6536518
24.62609,-16.11039,-17.43425,-1.707439,-0.31122,-3.414879,-0.62244
24.62709,-16.1121,-17.43455,-1.70979,-0.3088697,-3.419579,-0.6177395
24.62809,-16.11381,-17.43486,-1.712148,-0.3065118,-3.424295,-0.6130235
24.62909,-16.11553,-17.43516,-1.714504,-0.3041552,-3.429008,-0.6083103
24.63009,-16.11725,-17.43546,-1.716857,-0.3018027,-3.433713,-0.6036054
24.63109,-16.11897,-17.43576,-1.719207,-0.2994525,-3.438414,-0.598905
24.63209,-16.12069,-17.43606,-1.721555,-0.2971044,-3.44311,-0.5942087
24.63309,-16.12242,-17.43635,-1.7239,-0.294759,-3.447801,-0.5895181
24.63409,-16.12414,-17.43664,-1.726242,-0.2924173,-3.452484,-0.5848347
24.63509,-16.12587,-17.43693,-1.728582,-0.2900772,-3.457165,-0.5801544
24.63609,-16.1276,-17.43722,-1.730919,-0.2877406,-3.461838,-0.5754813
24.63709,-16.12934,-17.4375,-1.733253,-0.2854067,-3.466506,-0.5708134
24.63809,-16.13109,-17.43777,-1.747245,-0.271415,-3.494489,-0.54283
24.63909,-16.13284,-17.43804,-1.749591,-0.2690684,-3.499182,-0.5381367
24.64009,-16.13459,-17.4383,-1.751992,-0.2666672,-3.503985,-0.5333344
24.64109,-16.13634,-17.43857,-1.75439,-0.2642694,-3.50878,-0.5285388
24.64209,-16.1381,-17.43883,-1.756785,-0.2618746,-3.51357,-0.5237492
24.64309,-16.13986,-17.43909,-1.759178,-0.2594816,-3.518356,-0.5189633
24.64408,-16.14163,-17.43934,-1.767243,-0.2514166,-3.534486,-0.5028332
24.64508,-16.1434,-17.43958,-1.769593,-0.2490665,-3.539186,-0.4981329
24.64608,-16.14518,-17.43983,-1.772012,-0.2466474,-3.544024,-0.4932949
24.64708,-16.14695,-17.44007,-1.774428,-0.2442314,-3.548856,-0.4884629
24.64808,-16.14873,-17.44032,-1.776842,-0.2418179,-3.553683,-0.4836358
24.64908,-16.15052,-17.44055,-1.782632,-0.2360276,-3.565264,-0.4720553
24.65008,-16.15232,-17.44077,-1.800161,-0.2184984,-3.600322,-0.4369967
24.65108,-16.15412,-17.44098,-1.802614,-0.2160453,-3.605228,-0.4320907
24.65208,-16.15593,-17.44119,-1.805133,-0.2135265,-3.610266,-0.4270529
24.65308,-16.15774,-17.4414,-1.807647,-0.2110128,-3.615293,-0.4220255
24.65408,-16.15955,-17.44161,-1.810156,-0.2085031,-3.620312,-0.4170061
24.65508,-16.16136,-17.44182,-1.812664,-0.2059955,-3.625328,-0.4119911
24.65608,-16.16318,-17.44202,-1.815168,-0.2034916,-3.630335,-0.4069832
24.65708,-16.165,-17.44222,-1.817668,-0.2009911,-3.635336,-0.4019822
24.65808,-16.16682,-17.44242,-1.820166,-0.1984937,-3.640331,-0.3969873
24.65908,-16.16865,-17.44261,-1.82266,-0.1959997,-3.645319,-0.3919994
24.66008,-16.17047,-17.4428,-1.82515,-0.1935097,-3.650299,-0.3870194
24.66108,-16.1723,-17.443,-1.827636,-0.191023,-3.655273,-0.382046
24.66208,-16.17413,-17.44318,-1.83012,-0.1885389,-3.660241,-0.3770779
24.66307,-16.17597,-17.44337,-1.832601,-0.1860583,-3.665202,-0.3721167
24.66407,-16.1778,-17.44355,-1.835078,-0.1835816,-3.670156,-0.3671633
24.66507,-16.17964,-17.44373,-1.83755,-0.1811091,-3.675101,-0.3622183
24.66607,-16.18148,-17.44391,-1.840021,-0.178638,-3.680043,-0.3572759
24.66707,-16.18334,-17.44407,-1.860087,-0.158572,-3.720175,-0.3171441
24.66807,-16.18522,-17.44421,-1.874767,-0.1438927,-3.749533,-0.2877854
24.66907,-16.1871,-17.44435,-1.877308,-0.1413511,-3.754616,-0.2827023
24.67007,-16.18898,-17.44448,-1.879943,-0.1387168,-3.759885,-0.2774336
24.67107,-16.19087,-17.44462,-1.882572,-0.1360873,-3.765144,-0.2721747
24.67207,-16.19275,-17.44475,-1.885199,-0.1334606,-3.770398,-0.2669212
24.67307,-16.19464,-17.44488,-1.887822,-0.1308376,-3.775644,-0.2616752
24.67407,-16.19653,-17.44501,-1.890441,-0.128219,-3.780881,-0.256438
