t,x(t),v(t),F(t) (added)
26.34041,-0.5686537,1.44699,56.86537
26.36041,-0.5394865,1.458363,53.94865
26.38041,-0.5101034,1.469152,51.01034
26.40041,-0.4805163,1.479354,48.05163
26.42041,-0.450737,1.488965,45.0737
26.44041,-0.4207774,1.497979,42.07774
26.46041,-0.3906495,1.506395,39.06495
26.48042,-0.3603654,1.514208,36.03654
26.50042,-0.3299371,1.521415,32.99371
26.52042,-0.2993768,1.528014,29.93768
26.54042,-0.2686968,1.534001,26.86967
26.56042,-0.2379092,1.539375,23.79092
26.58042,-0.2070266,1.544134,20.70266
26.60042,-0.1760611,1.548274,17.60611
26.62042,-0.1450252,1.551795,14.50252
26.64042,-0.1139313,1.554696,11.39313
26.66042,-0.08279179,1.556974,8.279179
26.68042,-0.05161919,1.55863,5.161919
26.70042,-0.02042594,1.559663,2.042594
26.72042,0.01077549,1.560071,-1.077549
26.74042,0.0419726,1.559856,-4.197259
26.76042,0.07315291,1.559016,-7.315291
26.78042,0.104304,1.557553,-10.4304
26.80042,0.1354133,1.555467,-13.54133
26.82042,0.1664685,1.552759,-16.64685
26.84042,0.1974571,1.549429,-19.74571
26.86042,0.2283667,1.54548,-22.83667
26.88042,0.2591849,1.540913,-25.91849
26.90042,0.2898995,1.535729,-28.98995
26.92043,0.3204981,1.529931,-32.04981
26.94043,0.3509685,1.523521,-35.09685
26.96043,0.3812985,1.516502,-38.12985
26.98043,0.411476,1.508876,-41.14761
27.00043,0.441489,1.500646,-44.1489
27.02043,0.4713253,1.491816,-47.13253
27.04043,0.5009731,1.48239,-50.09731
27.06043,0.5304205,1.472371,-53.04205
27.08043,0.5596558,1.461762,-55.96558
27.10043,0.5886672,1.450569,-58.86671
27.12043,0.6174431,1.438796,-61.74431
27.14043,0.645972,1.426447,-64.5972
27.16043,0.6742426,1.413527,-67.42426
27.18043,0.7022434,1.400042,-70.22434
27.20043,0.7299634,1.385998,-72.99634
27.22043,0.7573913,1.371398,-75.73914
27.24043,0.7845163,1.35625,-78.45163
27.26043,0.8113275,1.34056,-81.13275
27.28043,0.8378142,1.324334,-83.78142
27.30043,0.8639657,1.307577,-86.39658
27.32043,0.8897717,1.290298,-88.97717
27.34044,0.9152218,1.272503,-91.52218
27.36044,0.9403057,1.254198,-94.03057
27.38044,0.9650136,1.235392,-96.50136
27.40044,0.9893354,1.216092,-98.93354
27.42044,1.013262,1.196305,-101.3262
27.44044,1.036782,1.17604,-103.6782
27.46044,1.059888,1.155304,-105.9888
27.48044,1.082571,1.134106,-108.2571
27.50044,1.10482,1.112455,-110.482
27.52044,1.126627,1.090359,-112.6627
27.54044,1.147983,1.067826,-114.7983
27.56044,1.168881,1.044866,-116.8881
27.58044,1.18931,1.021489,-118.931
27.60044,1.209264,0.9977025,-120.9264
27.62044,1.228735,0.9735172,-122.8735
27.64044,1.247714,0.9489425,-124.7714
27.66044,1.266193,0.9239882,-126.6193
27.68044,1.284167,0.8986644,-128.4167
27.70044,1.301626,0.872981,-130.1626
27.72044,1.318565,0.8469485,-131.8565
27.74044,1.334977,0.8205772,-133.4977
27.76044,1.350854,0.7938777,-135.0854
27.78045,1.366192,0.7668606,-136.6192
27.80045,1.380982,0.7395368,-138.0982
27.82045,1.395221,0.7119171,-139.5221
27.84045,1.408901,0.6840127,-140.8901
27.86045,1.422018,0.6558347,-142.2018
27.88045,1.434566,0.6273943,-143.4566
27.90045,1.44654,0.598703,-144.654
27.92045,1.457935,0.5697722,-145.7935
27.94045,1.468747,0.5406135,-146.8747
27.96045,1.478972,0.5112386,-147.8972
27.98045,1.488605,0.4816591,-148.8605
28.00045,1.497643,0.451887,-149.7643
28.02045,1.506082,0.4219342,-150.6082
28.04045,1.513918,0.3918126,-151.3918
28.06045,1.521149,0.3615342,-152.1149
28.08045,1.527771,0.3311112,-152.7771
28.10045,1.533782,0.3005558,-153.3782
28.12045,1.53918,0.2698801,-153.918
28.14045,1.543962,0.2390966,-154.3961
28.16045,1.548126,0.2082173,-154.8126
28.18045,1.551671,0.1772548,-155.1671
28.20045,1.554595,0.1462214,-155.4595
28.22046,1.556898,0.1151295,-155.6898
28.24046,1.558578,0.08399154,-155.8578
28.26046,1.559634,0.05281998,-155.9634
28.28046,1.560067,0.0216273,-156.0067
28.30046,1.559875,-0.009574031,-155.9875
28.32046,1.55906,-0.04077153,-155.906
28.34046,1.557621,-0.07195273,-155.7621
28.36046,1.555559,-0.1031051,-155.5559
28.38046,1.552874,-0.1342163,-155.2874
28.40046,1.549569,-0.1652738,-154.9569
28.42046,1.545644,-0.1962652,-154.5644
28.44046,1.5411,-0.227178,-154.11
28.46046,1.53594,-0.258,-153.594
28.48046,1.530166,-0.2887188,-153.0166
28.50046,1.523779,-0.3193222,-152.3779
28.52046,1.516783,-0.3497978,-151.6783
28.54046,1.509181,-0.3801334,-150.9181
28.56046,1.500974,-0.410317,-150.0974
28.58046,1.492168,-0.4403365,-149.2168
28.60046,1.482764,-0.4701799,-148.2764
28.62046,1.472767,-0.4998352,-147.2767
28.64046,1.462182,-0.5292905,-146.2182
28.66047,1.451011,-0.5585341,-145.1011
28.68047,1.43926,-0.5875543,-143.926
28.70047,1.426933,-0.6163395,-142.6933
28.72047,1.414035,-0.6448781,-141.4035
28.74047,1.400572,-0.6731589,-140.0572
28.76047,1.386549,-0.7011703,-138.6549
28.78047,1.371971,-0.7289013,-137.1971
28.80047,1.356844,-0.7563407,-135.6844
28.82047,1.341174,-0.7834776,-134.1174
28.84047,1.324968,-0.8103011,-132.4968
28.86047,1.308232,-0.8368005,-130.8232
28.88047,1.290973,-0.8629651,-129.0973
28.90047,1.273197,-0.8887846,-127.3197
28.92047,1.254912,-0.9142485,-125.4912
28.94047,1.236126,-0.9393468,-123.6126
28.96047,1.216844,-0.9640693,-121.6844
28.98047,1.197076,-0.9884062,-119.7076
29.00047,1.176829,-1.012348,-117.6829
29.02047,1.156111,-1.035884,-115.6111
29.04047,1.134931,-1.059006,-113.4931
29.06047,1.113297,-1.081705,-111.3297
29.08047,1.091218,-1.103971,-109.1218
29.10048,1.068702,-1.125795,-106.8702
29.12048,1.045758,-1.147169,-104.5758
29.14048,1.022397,-1.168085,-102.2397
29.16048,0.9986261,-1.188532,-99.8626
29.18048,0.974456,-1.208505,-97.44559
29.20048,0.9498961,-1.227994,-94.98961
29.22048,0.9249563,-1.246992,-92.49563
29.24048,0.8996465,-1.265491,-89.96465
29.26048,0.8739768,-1.283484,-87.39767
29.28048,0.8479575,-1.300964,-84.79575
29.30048,0.821599,-1.317923,-82.1599
29.32048,0.7949119,-1.334355,-79.4912
29.34048,0.7679068,-1.350253,-76.79069
29.36048,0.7405946,-1.365611,-74.05946
29.38048,0.7129862,-1.380423,-71.29861
29.40048,0.6850925,-1.394683,-68.50925
29.42048,0.6569248,-1.408385,-65.69248
29.44048,0.6284944,-1.421523,-62.84944
29.46048,0.5998125,-1.434093,-59.98125
29.48048,0.5708907,-1.446089,-57.08907
29.50048,0.5417406,-1.457507,-54.17406
29.52048,0.5123737,-1.468342,-51.23737
29.54049,0.4828019,-1.478589,-48.28019
29.56049,0.453037,-1.488245,-45.3037
29.58049,0.4230909,-1.497306,-42.30909
29.60049,0.3929755,-1.505768,-39.29755
29.62049,0.362703,-1.513628,-36.2703
29.64049,0.3322854,-1.520882,-33.22854
29.66049,0.3017348,-1.527527,-30.17348
29.68049,0.2710636,-1.533562,-27.10636
29.70049,0.2402839,-1.538983,-24.02839
29.72049,0.2094082,-1.543789,-20.94082
29.74049,0.1784486,-1.547977,-17.84486
29.76049,0.1474177,-1.551546,-14.74177
29.78049,0.1163278,-1.554495,-11.63278
29.80049,0.08519138,-1.556821,-8.519138
29.82049,0.05402089,-1.558525,-5.402089
29.84049,0.02282878,-1.559605,-2.282878
29.86049,-0.00837246,-1.560062,0.8372459
29.88049,-0.03957035,-1.559894,3.957035
29.90049,-0.0707524,-1.559103,7.075241
29.92049,-0.1019062,-1.557688,10.19062
29.94049,-0.1330192,-1.55565,13.30192
29.96049,-0.164079,-1.552989,16.40789
29.9805,-0.1950731,-1.549708,19.50731
30.0005,-0.2259892,-1.545806,22.59892
30.0205,-0.256815,-1.541287,25.6815
30.0405,-0.287538,-1.53615,28.7538
30.0605,-0.318146,-1.5304,31.8146
30.0805,-0.3486267,-1.524037,34.86267
30.1005,-0.378968,-1.517064,37.8968
30.1205,-0.4091577,-1.509485,40.91577
30.1405,-0.4391837,-1.501302,43.91837
30.1605,-0.469034,-1.492518,46.9034
30.1805,-0.4986968,-1.483137,49.86968
30.2005,-0.5281601,-1.473163,52.81601
30.2205,-0.5574121,-1.4626,55.74121
30.2405,-0.5864411,-1.451452,58.64411
30.2605,-0.6152356,-1.439723,61.52356
30.2805,-0.6437839,-1.427418,64.3784
30.3005,-0.6720748,-1.414543,67.20748
30.3205,-0.7000968,-1.401101,70.00968
30.3405,-0.7278388,-1.387099,72.78388
30.3605,-0.7552897,-1.372543,75.52897
30.3805,-0.7824384,-1.357437,78.24384
30.40051,-0.8092741,-1.341788,80.92741
30.42051,-0.8357862,-1.325603,83.57861
30.44051,-0.8619639,-1.308887,86.19639
30.46051,-0.8877968,-1.291647,88.77968
30.48051,-0.9132746,-1.273891,91.32746
30.50051,-0.9383872,-1.255626,93.83871
30.52051,-0.9631243,-1.236858,96.31243
30.54051,-0.9874762,-1.217596,98.74762
30.56051,-1.011433,-1.197846,101.1433
30.58051,-1.034985,-1.177618,103.4985
30.60051,-1.058124,-1.156918,105.8124
30.62051,-1.080839,-1.135755,108.0839
30.64051,-1.103122,-1.114139,110.3122
30.66051,-1.124963,-1.092076,112.4963
30.68051,-1.146355,-1.069577,114.6355
30.70051,-1.167288,-1.04665,116.7288
30.72051,-1.187754,-1.023304,118.7754
30.74051,-1.207745,-0.9995492,120.7745
30.76051,-1.227253,-0.9753942,122.7253
30.78051,-1.24627,-0.9508492,124.627
30.80051,-1.264788,-0.9259238,126.4788
30.82051,-1.282801,-0.900628,128.2801
30.84052,-1.3003,-0.874972,130.03
30.86052,-1.317279,-0.8489661,131.728
30.88052,-1.333732,-0.8226205,133.3732
30.90052,-1.349651,-0.7959458,134.9651
30.92052,-1.36503,-0.7689528,136.503
30.94052,-1.379863,-0.7416522,137.9863
30.96052,-1.394144,-0.7140549,139.4144
30.98052,-1.407868,-0.6861721,140.7868
31.00052,-1.421028,-0.6580147,142.1028
31.02052,-1.43362,-0.6295941,143.362
31.04052,-1.445638,-0.6009218,144.5638
31.06052,-1.457078,-0.572009,145.7078
31.08052,-1.467936,-0.5428674,146.7936
31.10052,-1.478206,-0.5135087,147.8206
31.12052,-1.487885,-0.4839446,148.7885
31.14052,-1.496969,-0.4541869,149.6969
31.16052,-1.505453,-0.4242475,150.5453
31.18052,-1.513336,-0.3941384,151.3336
31.20052,-1.520614,-0.3638717,152.0614
31.22052,-1.527283,-0.3334594,152.7283
31.24052,-1.533341,-0.3029137,153.3341
31.26052,-1.538786,-0.2722469,153.8786
31.28053,-1.543615,-0.2414712,154.3615
31.30053,-1.547827,-0.2105989,154.7827
31.32053,-1.55142,-0.1796423,155.142
31.34053,-1.554392,-0.1486139,155.4392
31.36053,-1.556743,-0.1175261,155.6743
31.38053,-1.558471,-0.0863912,155.8471
31.40053,-1.559575,-0.05522178,155.9575
31.42053,-1.560056,-0.02403027,156.0056
31.44053,-1.559913,0.007170857,155.9913
31.46053,-1.559145,0.03836911,155.9145
31.48053,-1.557754,0.06955203,155.7754
31.50053,-1.55574,0.1007071,155.574
31.52053,-1.553104,0.1318219,155.3104
31.54053,-1.549846,0.162884,154.9846
31.56053,-1.545968,0.1938809,154.5968
31.58053,-1.541472,0.2248003,154.1472
31.60053,-1.53636,0.2556297,153.636
31.62053,-1.530632,0.2863569,153.0632
31.64053,-1.524293,0.3169696,152.4293
31.66053,-1.517344,0.3474554,151.7344
31.68053,-1.509788,0.3778023,150.9788
31.70053,-1.501628,0.4079981,150.1628
31.72054,-1.492867,0.4380306,149.2867
31.74054,-1.48351,0.467888,148.351
31.76054,-1.473558,0.4975581,147.3558
31.78054,-1.463018,0.5270293,146.3018
31.80054,-1.451892,0.5562897,145.1892
31.82054,-1.440185,0.5853275,144.0185
31.84054,-1.427903,0.6141312,142.7903
31.86054,-1.415049,0.6426893,141.5049
31.88054,-1.401629,0.6709903,140.1629
31.90054,-1.387649,0.6990229,138.7649
31.92054,-1.373113,0.7267759,137.3113
31.94054,-1.358029,0.7542381,135.8029
31.96054,-1.342401,0.7813987,134.2401
31.98054,-1.326236,0.8082467,132.6236
32.00054,-1.30954,0.8347715,130.954
32.02054,-1.292321,0.8609623,129.2321
32.04054,-1.274585,0.8868087,127.4585
32.06054,-1.256339,0.9123004,125.6339
32.08054,-1.23759,0.9374272,123.759
32.10054,-1.218347,0.9621789,121.8347
32.12054,-1.198616,0.9865459,119.8616
32.14054,-1.178405,1.010518,117.8405
32.16055,-1.157724,1.034086,115.7724
32.18055,-1.136579,1.057241,113.6579
32.20055,-1.114979,1.079972,111.4979
32.22055,-1.092934,1.102272,109.2934
32.24055,-1.070451,1.124131,107.0451
32.26055,-1.04754,1.14554,104.754
32.28055,-1.02421,1.16649,102.421
32.30055,-1.000471,1.186975,100.0471
32.32055,-0.9763313,1.206984,97.63313
32.34055,-0.9518011,1.226511,95.18011
32.36055,-0.9268901,1.245547,92.68901
32.38055,-0.9016085,1.264084,90.16084
32.40055,-0.8759661,1.282117,87.59661
32.42055,-0.8499734,1.299636,84.99734
32.44055,-0.8236407,1.316635,82.36407
32.46055,-0.7969785,1.333108,79.69785
32.48055,-0.7699976,1.349048,76.99976
32.50055,-0.7427086,1.364448,74.27086
32.52055,-0.7151226,1.379302,71.51226
32.54055,-0.6872505,1.393605,68.72505
32.56055,-0.6591035,1.40735,65.91035
32.58055,-0.6306929,1.420532,63.06929
32.60056,-0.60203,1.433146,60.203
32.62056,-0.5731263,1.445186,57.31263
32.64056,-0.5439933,1.456649,54.39933
32.66056,-0.5146427,1.467529,51.46427
32.68056,-0.4850863,1.477821,48.50863
32.70056,-0.4553358,1.487523,45.53358
32.72056,-0.4254032,1.49663,42.54033
32.74056,-0.3953005,1.505138,39.53005
32.76056,-0.3650396,1.513044,36.50396
32.78056,-0.3346327,1.520345,33.46327
32.80056,-0.304092,1.527037,30.4092
32.82056,-0.2734296,1.533119,27.34296
32.84056,-0.2426578,1.538588,24.26578
32.86056,-0.211789,1.543441,21.1789
32.88056,-0.1808355,1.547677,18.08355
32.90056,-0.1498096,1.551293,14.98096
32.92056,-0.1187238,1.55429,11.87238
32.94056,-0.08759053,1.556664,8.759053
32.96056,-0.05642221,1.558416,5.642221
32.98056,-0.02523133,1.559544,2.523133
33.00056,0.005969653,1.560049,-0.5969653
33.02057,0.03716824,1.559929,-3.716824
33.04057,0.06835196,1.559186,-6.835196
33.06057,0.09950835,1.557819,-9.950834
33.08057,0.1306249,1.555829,-13.06249
33.10057,0.1616893,1.553216,-16.16892
33.12057,0.1926889,1.549983,-19.26889
33.14057,0.2236115,1.546129,-22.36115
33.16057,0.2544446,1.541656,-25.44446
33.18057,0.2851759,1.536568,-28.5176
33.20057,0.3157932,1.530864,-31.57932
33.22057,0.3462842,1.524548,-34.62842
33.24057,0.3766366,1.517622,-37.66366
33.26057,0.4068384,1.51009,-40.68384
33.28057,0.4368775,1.501953,-43.68775
33.30057,0.4667418,1.493215,-46.67418
33.32057,0.4964194,1.483881,-49.64194
33.34057,0.5258985,1.473952,-52.58984
33.36057,0.5551671,1.463434,-55.51671
33.38057,0.5842137,1.452331,-58.42137
33.40057,0.6130267,1.440647,-61.30267
33.42057,0.6415944,1.428386,-64.15944
33.44057,0.6699055,1.415554,-66.99055
33.46058,0.6979486,1.402156,-69.79486
33.48058,0.7257125,1.388197,-72.57125
33.50058,0.7531862,1.373683,-75.31862
33.52058,0.7803586,1.358619,-78.03586
33.54058,0.8072188,1.343012,-80.72189
33.56058,0.8337562,1.326868,-83.37562
33.58058,0.8599601,1.310193,-85.99601
33.60058,0.88582,1.292993,-88.582
33.62058,0.9113255,1.275277,-91.13255
33.64058,0.9364665,1.257051,-93.64665
33.66058,0.961233,1.238321,-96.1233
33.68058,0.9856149,1.219097,-98.56149
33.70058,1.009603,1.199384,-100.9603
33.72058,1.033186,1.179192,-103.3186
33.74058,1.056357,1.158528,-105.6357
33.76058,1.079105,1.137401,-107.9105
33.78058,1.101421,1.115819,-110.1421
33.80058,1.123297,1.093791,-112.3297
33.82058,1.144724,1.071325,-114.4724
33.84058,1.165692,1.04843,-116.5692
33.86058,1.186195,1.025116,-118.6195
33.88058,1.206222,1.001393,-120.6222
33.90059,1.225768,0.9772682,-122.5768
33.92059,1.244823,0.9527528,-124.4823
33.94059,1.26338,0.9278564,-126.338
33.96059,1.281432,0.9025888,-128.1432
33.98059,1.298971,0.8769602,-129.8971
34.00059,1.31599,0.8509808,-131.599
34.02059,1.332484,0.824661,-133.2484
34.04059,1.348444,0.7980113,-134.8444
34.06059,1.363865,0.7710424,-136.3865
34.08059,1.37874,0.7437651,-137.874
34.10059,1.393064,0.7161903,-139.3064
34.12059,1.40683,0.688329,-140.683
34.14059,1.420034,0.6601924,-142.0034
34.16059,1.43267,0.6317918,-143.267
34.18059,1.444733,0.6031384,-144.4733
34.20059,1.456218,0.5742437,-145.6217
34.22059,1.46712,0.5451194,-146.712
34.24059,1.477435,0.515777,-147.7435
34.26059,1.48716,0.4862283,-148.716
34.28059,1.49629,0.4564851,-149.629
34.30059,1.504821,0.4265593,-150.4821
34.32059,1.51275,0.3964629,-151.275
34.3406,1.520074,0.3662079,-152.0074
34.3606,1.52679,0.3358064,-152.679
34.3806,1.532896,0.3052706,-153.2896
34.4006,1.538388,0.2746127,-153.8388
34.4206,1.543265,0.2438449,-154.3265
34.4406,1.547524,0.2129796,-154.7524
34.4606,1.551165,0.1820291,-155.1165
34.4806,1.554185,0.1510058,-155.4185
34.5006,1.556584,0.1199221,-155.6584
34.5206,1.55836,0.08879046,-155.836
34.5406,1.559512,0.05762327,-155.9512
34.5606,1.560041,0.02643303,-156.0041
34.5806,1.559945,-0.004767785,-155.9945
34.6006,1.559226,-0.03596669,-155.9226
34.6206,1.557883,-0.06715122,-155.7883
34.6406,1.555917,-0.09830888,-155.5917
34.6606,1.553328,-0.1294272,-155.3328
34.6806,1.550119,-0.1604938,-155.0119
34.7006,1.546289,-0.1914961,-154.6289
34.7206,1.54184,-0.2224219,-154.184
34.7406,1.536775,-0.2532587,-153.6775
34.7606,1.531095,-0.2839942,-153.1095
34.78061,1.524803,-0.3146161,-152.4803
34.80061,1.517901,-0.3451122,-151.7901
34.82061,1.510391,-0.3754702,-151.0391
34.84061,1.502278,-0.405678,-150.2278
34.86061,1.493563,-0.4357235,-149.3563
34.88061,1.484251,-0.4655948,-148.4251
34.90061,1.474346,-0.4952798,-147.4346
34.92061,1.46385,-0.5247667,-146.3851
34.94061,1.45277,-0.5540438,-145.277
34.96061,1.441108,-0.5830992,-144.1108
34.98061,1.428869,-0.6119213,-142.8869
35.00061,1.416059,-0.6404987,-141.6059
35.02061,1.402683,-0.6688199,-140.2683
35.04061,1.388745,-0.6968735,-138.8745
35.06061,1.374252,-0.7246485,-137.4252
35.08061,1.35921,-0.7521335,-135.921
35.10061,1.343623,-0.7793177,-134.3623
35.12061,1.3275,-0.8061902,-132.75
35.14061,1.310845,-0.8327402,-131.0845
35.16061,1.293666,-0.8589571,-129.3666
35.18061,1.275969,-0.8848304,-127.5969
35.20061,1.257762,-0.9103497,-125.7762
35.22062,1.239052,-0.935505,-123.9052
35.24062,1.219846,-0.960286,-121.9846
35.26062,1.200153,-0.9846829,-120.0153
35.28062,1.179979,-1.008686,-117.9979
35.30062,1.159333,-1.032286,-115.9333
35.32062,1.138224,-1.055472,-113.8224
35.34062,1.116659,-1.078237,-111.6659
35.36062,1.094648,-1.10057,-109.4648
35.38062,1.072198,-1.122463,-107.2198
35.40062,1.04932,-1.143907,-104.932
35.42062,1.026022,-1.164893,-102.6022
35.44062,1.002314,-1.185414,-100.2314
35.46062,0.9782049,-1.20546,-97.82049
35.48062,0.9537044,-1.225024,-95.37045
35.50062,0.9288225,-1.244098,-92.88225
35.52062,0.903569,-1.262675,-90.3569
35.54062,0.8779541,-1.280746,-87.79541
35.56062,0.851988,-1.298305,-85.1988
35.58062,0.8256811,-1.315345,-82.56811
35.60062,0.7990439,-1.331858,-79.90439
35.62062,0.7720871,-1.347839,-77.20871
35.64063,0.7448215,-1.363281,-74.48215
35.66063,0.7172579,-1.378177,-71.72579
35.68063,0.6894075,-1.392523,-68.94075
35.70063,0.6612812,-1.406311,-66.12812
35.72063,0.6328905,-1.419536,-63.28905
35.74063,0.6042466,-1.432194,-60.42466
35.76063,0.575361,-1.444279,-57.5361
35.78063,0.5462453,-1.455786,-54.62453
35.80063,0.516911,-1.466711,-51.6911
35.82063,0.48737,-1.477049,-48.737
35.84063,0.4576341,-1.486797,-45.76341
35.86063,0.4277151,-1.49595,-42.77151
35.88063,0.3976251,-1.504504,-39.7625
35.90063,0.3673759,-1.512456,-36.73759
35.92063,0.3369799,-1.519804,-33.69799
35.94063,0.306449,-1.526543,-30.6449
35.96063,0.2757955,-1.532672,-27.57956
35.98063,0.2450318,-1.538188,-24.50318
36.00063,0.21417,-1.543089,-21.417
36.02063,0.1832226,-1.547372,-18.32226
36.04063,0.1522018,-1.551037,-15.22018
36.06063,0.1211202,-1.554081,-12.11202
36.08064,0.08999015,-1.556503,-8.999015
36.10064,0.05882408,-1.558303,-5.882409
36.12064,0.02763449,-1.55948,-2.763449
36.14064,-0.003566157,-1.560032,0.3566157
36.16064,-0.03476538,-1.559961,3.476538
36.18064,-0.06595069,-1.559266,6.595069
36.20064,-0.09710962,-1.557947,9.710962
36.22064,-0.1282297,-1.556005,12.82297
36.24064,-0.1592985,-1.55344,15.92985
36.26064,-0.1903036,-1.550254,19.03036
36.28064,-0.2212325,-1.546448,22.12325
36.30064,-0.252073,-1.542023,25.2073
36.32064,-0.2828127,-1.536982,28.28127
36.34064,-0.3134392,-1.531325,31.34392
36.36064,-0.3439403,-1.525057,34.39403
36.38064,-0.3743038,-1.518178,37.43039
36.40064,-0.4045177,-1.510692,40.45177
36.42064,-0.4345697,-1.502601,43.45697
36.44064,-0.4644479,-1.49391,46.44479
36.46064,-0.4941403,-1.484621,49.41403
36.48064,-0.5236351,-1.474738,52.36351
36.50064,-0.5529204,-1.464266,55.29204
36.52065,-0.5819845,-1.453207,58.19845
36.54065,-0.6108159,-1.441567,61.08159
36.56065,-0.6394029,-1.429351,63.94029
36.58065,-0.6677342,-1.416563,66.77342
36.60065,-0.6957984,-1.403208,69.57984
36.62065,-0.7235842,-1.389292,72.35842
36.64065,-0.7510806,-1.374821,75.10806
36.66065,-0.7782766,-1.359799,77.82766
36.68065,-0.8051613,-1.344234,80.51613
36.70065,-0.8317239,-1.32813,83.17239
36.72065,-0.8579538,-1.311496,85.79539
36.74065,-0.8838406,-1.294337,88.38406
36.76065,-0.9093738,-1.27666,90.93738
36.78065,-0.9345432,-1.258472,93.45432
36.80065,-0.9593388,-1.239782,95.93388
36.82065,-0.9837508,-1.220595,98.37508
36.84065,-1.007769,-1.20092,100.7769
36.86065,-1.031384,-1.180764,103.1384
36.88065,-1.054587,-1.160137,105.4587
36.90065,-1.077368,-1.139045,107.7368
36.92065,-1.099718,-1.117498,109.9718
36.94065,-1.121628,-1.095503,112.1628
36.96066,-1.143089,-1.073071,114.3089
36.98066,-1.164094,-1.050209,116.4094
37.00066,-1.184632,-1.026927,118.4632
37.02066,-1.204697,-1.003234,120.4697
37.04066,-1.22428,-0.9791405,122.428
37.06066,-1.243373,-0.9546549,124.3373
37.08066,-1.261968,-0.9297874,126.1968
37.10066,-1.280059,-0.904548,128.0059
37.12066,-1.297638,-0.8789468,129.7638
37.14066,-1.314698,-0.8529941,131.4698
37.16066,-1.331232,-0.8267002,133.1232
37.18066,-1.347234,-0.8000755,134.7234
37.20066,-1.362696,-0.7731308,136.2696
37.22066,-1.377614,-0.7458769,137.7614
37.24066,-1.39198,-0.7183247,139.198
37.26066,-1.40579,-0.6904851,140.579
37.28066,-1.419037,-0.6623693,141.9037
37.30066,-1.431717,-0.6339885,143.1717
37.32066,-1.443824,-0.6053541,144.3824
37.34066,-1.455354,-0.5764776,145.5354
37.36066,-1.466301,-0.5473706,146.6301
37.38066,-1.476662,-0.5180445,147.6662
37.40067,-1.486432,-0.4885113,148.6432
37.42067,-1.495608,-0.4587826,149.5608
37.44067,-1.504186,-0.4288705,150.4185
37.46067,-1.512161,-0.3987868,151.2161
37.48067,-1.519532,-0.3685436,151.9532
37.50067,-1.526295,-0.3381529,152.6295
37.52067,-1.532448,-0.307627,153.2448
37.54067,-1.537987,-0.2769781,153.7987
37.56067,-1.542912,-0.2462183,154.2912
37.58067,-1.547219,-0.2153601,154.7219
37.60067,-1.550907,-0.1844157,155.0907
37.62067,-1.553975,-0.1533976,155.3975
37.64067,-1.556422,-0.1223181,155.6422
37.66067,-1.558245,-0.09118965,155.8245
37.68067,-1.559446,-0.06002474,155.9446
37.70067,-1.560022,-0.02883583,156.0022
37.72067,-1.559975,0.002364622,155.9975
37.74067,-1.559304,0.03356412,155.9304
37.76067,-1.558009,0.0647502,155.8009
37.78067,-1.556091,0.09591038,155.6091
37.80067,-1.55355,0.1270322,155.355
37.82067,-1.550388,0.1581032,155.0388
37.84068,-1.546606,0.189111,154.6606
37.86068,-1.542205,0.2200431,154.2205
37.88068,-1.537187,0.2508872,153.7187
37.90068,-1.531555,0.2816309,153.1555
37.92068,-1.525309,0.312262,152.5309
37.94068,-1.518454,0.3427682,151.8454
37.96068,-1.510991,0.3731373,151.0991
37.98068,-1.502924,0.4033571,150.2924
38.00068,-1.494256,0.4334156,149.4256
38.02068,-1.48499,0.4633007,148.499
38.04068,-1.47513,0.4930005,147.513
38.06068,-1.46468,0.5225031,146.468
38.08068,-1.453644,0.5517967,145.3644
38.10068,-1.442026,0.5808696,144.2026
38.12068,-1.429832,0.6097101,142.9832
38.14068,-1.417066,0.6383067,141.7066
38.16068,-1.403733,0.666648,140.3733
38.18068,-1.389839,0.6947227,138.9839
38.20068,-1.375388,0.7225195,137.5388
38.22068,-1.360388,0.7500272,136.0388
38.24068,-1.344843,0.777235,134.4843
38.26068,-1.32876,0.8041318,132.876
38.28069,-1.312146,0.830707,131.2146
38.30069,-1.295007,0.8569499,129.5007
38.32069,-1.27735,0.8828501,127.735
38.34069,-1.259182,0.9083971,125.9182
38.36069,-1.240511,0.9335807,124.0511
38.38069,-1.221343,0.9583909,122.1343
38.40069,-1.201687,0.9828178,120.1686
38.42069,-1.181549,1.006852,118.1549
38.44069,-1.16094,1.030483,116.094
38.46069,-1.139866,1.053701,113.9866
38.48069,-1.118336,1.076499,111.8336
38.50069,-1.096358,1.098865,109.6358
38.52069,-1.073943,1.120793,107.3943
38.54069,-1.051097,1.142271,105.1097
38.56069,-1.027831,1.163293,102.7831
38.58069,-1.004154,1.18385,100.4154
38.60069,-0.9800757,1.203933,98.00757
38.62069,-0.955605,1.223534,95.56049
38.64069,-0.930752,1.242647,93.0752
38.66069,-0.9055268,1.261262,90.55268
38.68069,-0.8799394,1.279372,87.99393
38.7007,-0.854,1.296971,85.39999
38.7207,-0.827719,1.314051,82.7719
38.7407,-0.8011069,1.330605,80.11069
38.7607,-0.7741743,1.346627,77.41743
38.7807,-0.7469321,1.362111,74.69321
38.8007,-0.7193912,1.377049,71.93912
38.8207,-0.6915624,1.391437,69.15624
38.8407,-0.663457,1.405268,66.3457
38.8607,-0.6350863,1.418538,63.50863
38.8807,-0.6064615,1.431239,60.64615
38.9007,-0.5775942,1.443369,57.75941
