t,x(t),v(t),F(t) (added)
2.299999,1.027802,1.183875,-102.7802
2.319999,1.051069,1.163319,-105.1069
2.339998,1.073915,1.142297,-107.3915
2.359998,1.096331,1.120819,-109.6331
2.379998,1.118309,1.098892,-111.8309
2.399998,1.139839,1.076526,-113.9839
2.419998,1.160914,1.053729,-116.0914
2.439998,1.181524,1.030511,-118.1524
2.459998,1.201662,1.006881,-120.1662
2.479998,1.221319,0.9828474,-122.1319
2.499998,1.240487,0.958421,-124.0487
2.519998,1.259159,0.9336113,-125.9159
2.539998,1.277328,0.9084281,-127.7328
2.559998,1.294986,0.8828815,-129.4986
2.579998,1.312125,0.8569818,-131.2125
2.599998,1.32874,0.8307393,-132.874
2.619998,1.344823,0.8041645,-134.4823
2.639998,1.360369,0.7772681,-136.0369
2.659998,1.37537,0.7500607,-137.537
2.679998,1.389821,0.7225533,-138.9821
2.699998,1.403716,0.6947569,-140.3716
2.719998,1.41705,0.6666826,-141.705
2.739998,1.429816,0.6383416,-142.9816
2.759998,1.442011,0.6097453,-144.2011
2.779998,1.453629,0.580905,-145.3629
2.799998,1.464666,0.5518324,-146.4666
2.819998,1.475117,0.5225391,-147.5117
2.839998,1.484978,0.4930368,-148.4978
2.859998,1.494244,0.4633372,-149.4244
2.879998,1.502913,0.4334524,-150.2914
2.899998,1.510981,0.4033941,-151.0981
2.919998,1.518445,0.3731745,-151.8445
2.939998,1.525301,0.3428056,-152.5301
2.959998,1.531547,0.3122996,-153.1547
2.979998,1.53718,0.2816686,-153.718
2.999998,1.542199,0.250925,-154.2199
3.019998,1.5466,0.2200811,-154.66
3.039998,1.550383,0.1891491,-155.0383
3.059998,1.553546,0.1581414,-155.3546
3.079998,1.556087,0.1270705,-155.6087
3.099998,1.558007,0.09594873,-155.8007
3.119998,1.559302,0.06478859,-155.9302
3.139998,1.559974,0.03360255,-155.9974
3.159998,1.560022,0.002403067,-156.0022
3.179998,1.559447,-0.02879738,-155.9447
3.199998,1.558247,-0.05998631,-155.8247
3.219998,1.556424,-0.09115124,-155.6424
3.239998,1.553978,-0.1222797,-155.3978
3.259998,1.550911,-0.1533593,-155.0911
3.279998,1.547224,-0.1843775,-154.7224
3.299998,1.542917,-0.215322,-154.2917
3.319998,1.537994,-0.2461803,-153.7994
3.339998,1.532455,-0.2769402,-153.2455
3.359998,1.526303,-0.3075893,-152.6303
3.379997,1.519541,-0.3381153,-151.9541
3.399997,1.512171,-0.3685061,-151.2171
3.419997,1.504196,-0.3987495,-150.4196
3.439997,1.495619,-0.4288335,-149.5619
3.459997,1.486444,-0.4587458,-148.6444
3.479997,1.476675,-0.4884747,-147.6674
3.499997,1.466314,-0.5180082,-146.6314
3.519997,1.455368,-0.5473345,-145.5368
3.539997,1.443839,-0.5764418,-144.3839
3.559997,1.431733,-0.6053186,-143.1732
3.579997,1.419053,-0.6339533,-141.9053
3.599997,1.405807,-0.6623343,-140.5807
3.619997,1.391998,-0.6904504,-139.1998
3.639997,1.377632,-0.7182904,-137.7632
3.659997,1.362715,-0.7458431,-136.2715
3.679997,1.347253,-0.7730973,-134.7253
3.699997,1.331252,-0.8000424,-133.1252
3.719997,1.314719,-0.8266674,-131.4719
3.739997,1.29766,-0.8529618,-129.766
3.759997,1.280082,-0.878915,-128.0081
3.779997,1.261991,-0.9045166,-126.1991
3.799997,1.243396,-0.9297564,-124.3396
3.819997,1.224304,-0.9546243,-122.4304
3.839997,1.204721,-0.9791104,-120.4721
3.859997,1.184657,-1.003205,-118.4657
3.879997,1.164119,-1.026898,-116.4119
3.899997,1.143116,-1.05018,-114.3116
3.919997,1.121655,-1.073043,-112.1655
3.939997,1.099745,-1.095476,-109.9745
3.959997,1.077396,-1.117471,-107.7396
3.979997,1.054616,-1.139019,-105.4616
3.999997,1.031413,-1.160111,-103.1413
4.019997,1.007799,-1.180739,-100.7799
4.039997,0.9837807,-1.200895,-98.37807
4.059997,0.9593693,-1.220571,-95.93693
4.079997,0.9345741,-1.239758,-93.45741
4.099997,0.9094051,-1.25845,-90.94051
4.119997,0.8838723,-1.276638,-88.38723
4.139997,0.857986,-1.294315,-85.79861
4.159997,0.8317565,-1.311475,-83.17565
4.179997,0.8051943,-1.32811,-80.51943
4.199997,0.7783101,-1.344214,-77.83101
4.219997,0.7511145,-1.35978,-75.11145
4.239997,0.7236184,-1.374802,-72.36185
4.259997,0.695833,-1.389275,-69.5833
4.279997,0.6677691,-1.403191,-66.77692
4.299997,0.6394382,-1.416547,-63.94382
4.319997,0.6108515,-1.429336,-61.08515
4.339997,0.5820205,-1.441553,-58.20205
4.359997,0.5529566,-1.453193,-55.29566
4.379997,0.5236715,-1.464252,-52.36715
4.399997,0.494177,-1.474726,-49.4177
4.419997,0.4644848,-1.484609,-46.44848
4.439997,0.4346068,-1.493899,-43.46068
4.459997,0.404555,-1.502591,-40.4555
4.479997,0.3743413,-1.510682,-37.43414
4.499997,0.343978,-1.518169,-34.3978
4.519997,0.313477,-1.525049,-31.3477
4.539997,0.2828506,-1.531318,-28.28506
4.559997,0.2521111,-1.536975,-25.21111
4.579997,0.2212708,-1.542017,-22.12708
4.599997,0.1903419,-1.546443,-19.03419
4.619997,0.1593369,-1.55025,-15.93369
4.639997,0.1282682,-1.553436,-12.82682
4.659997,0.09714815,-1.556002,-9.714815
4.679996,0.06598926,-1.557945,-6.598926
4.699996,0.03480397,-1.559264,-3.480397
4.719996,0.003604759,-1.55996,-0.3604758
4.739996,-0.02759589,-1.560033,2.759589
4.759996,-0.05878551,-1.559481,5.878551
4.779996,-0.0899516,-1.558305,8.99516
4.799996,-0.1210817,-1.556506,12.10817
4.819996,-0.1521634,-1.554084,15.21634
4.839996,-0.1831842,-1.551041,18.31842
4.859996,-0.2141318,-1.547377,21.41318
4.879996,-0.2449937,-1.543095,24.49937
4.899996,-0.2757576,-1.538195,27.57576
4.919996,-0.3064112,-1.53268,30.64112
4.939996,-0.3369422,-1.526552,33.69422
4.959996,-0.3673384,-1.519813,36.73384
4.979996,-0.3975878,-1.512466,39.75878
4.999996,-0.427678,-1.504514,42.7678
5.019996,-0.4575973,-1.495961,45.75973
5.039996,-0.4873334,-1.486809,48.73334
5.059996,-0.5168747,-1.477062,51.68747
5.079996,-0.5462092,-1.466725,54.62091
5.099996,-0.5753252,-1.4558,57.53252
5.119996,-0.6042111,-1.444294,60.42111
5.139996,-0.6328553,-1.43221,63.28553
5.159996,-0.6612464,-1.419553,66.12463
5.179996,-0.6893729,-1.406328,68.93729
5.199996,-0.7172237,-1.39254,71.72237
5.219996,-0.7447876,-1.378196,74.47876
5.239996,-0.7720536,-1.3633,77.20536
5.259996,-0.7990108,-1.347859,79.90108
5.279996,-0.8256483,-1.331879,82.56483
5.299996,-0.8519556,-1.315366,85.19556
5.319996,-0.8779221,-1.298326,87.79221
5.339996,-0.9035375,-1.280768,90.35374
5.359996,-0.9287914,-1.262697,92.87914
5.379996,-0.9536738,-1.244122,95.36739
5.399996,-0.9781748,-1.225048,97.81748
5.419996,-1.002285,-1.205485,100.2285
5.439996,-1.025993,-1.185439,102.5993
5.459996,-1.049292,-1.164919,104.9292
5.479996,-1.07217,-1.143933,107.217
5.499996,-1.09462,-1.12249,109.462
5.519996,-1.116632,-1.100598,111.6632
5.539996,-1.138198,-1.078265,113.8198
5.559996,-1.159308,-1.055501,115.9308
5.579996,-1.179954,-1.032315,117.9954
5.599996,-1.200128,-1.008716,120.0128
5.619996,-1.219822,-0.9847131,121.9822
5.639996,-1.239029,-0.9603167,123.9029
5.659996,-1.257739,-0.9355361,125.7739
5.679996,-1.275947,-0.9103813,127.5947
5.699996,-1.293644,-0.8848624,129.3644
5.719995,-1.310824,-0.8589895,131.0824
5.739995,-1.32748,-0.832773,132.748
5.759995,-1.343604,-0.8062234,134.3604
5.779995,-1.359191,-0.7793513,135.9191
5.799995,-1.374234,-0.7521675,137.4234
5.819995,-1.388728,-0.7246827,138.8728
5.839995,-1.402666,-0.6969082,140.2666
5.859995,-1.416043,-0.6688548,141.6043
5.879995,-1.428854,-0.640534,142.8854
5.899995,-1.441093,-0.6119569,144.1093
5.919995,-1.452756,-0.583135,145.2756
5.939995,-1.463838,-0.5540799,146.3837
5.959995,-1.474334,-0.5248032,147.4333
5.979995,-1.48424,-0.4953165,148.424
5.999995,-1.493552,-0.4656317,149.3552
6.019995,-1.502268,-0.4357607,150.2268
6.039995,-1.510382,-0.4057153,151.0382
6.059995,-1.517892,-0.3755077,151.7892
6.079995,-1.524795,-0.3451498,152.4795
6.099995,-1.531088,-0.3146539,153.1088
6.119995,-1.536769,-0.2840322,153.6769
6.139995,-1.541835,-0.2532968,154.1835
6.159995,-1.546284,-0.2224601,154.6284
6.179995,-1.550115,-0.1915344,155.0115
6.199995,-1.553326,-0.1605321,155.3326
6.219995,-1.555915,-0.1294656,155.5915
6.239995,-1.557882,-0.09834731,155.7882
6.259995,-1.559226,-0.06718968,155.9226
6.279995,-1.559946,-0.03600518,155.9946
6.299995,-1.560042,-0.004806269,156.0042
6.319995,-1.559514,0.02639456,155.9514
6.339995,-1.558362,0.05758483,155.8362
6.359995,-1.556587,0.08875207,155.6587
6.379995,-1.55419,0.1198838,155.419
6.399995,-1.55117,0.1509676,155.117
6.419995,-1.547531,0.181991,154.7531
6.439995,-1.543272,0.2129416,154.3272
6.459995,-1.538396,0.243807,153.8396
6.479995,-1.532904,0.274575,153.2904
6.499995,-1.526799,0.305233,152.6799
6.519995,-1.520084,0.335769,152.0084
6.539995,-1.512761,0.3661707,151.276
6.559995,-1.504832,0.3964259,150.4832
6.579995,-1.496302,0.4265226,149.6302
6.599995,-1.487173,0.4564486,148.7173
6.619995,-1.477449,0.486192,147.7449
6.639995,-1.467134,0.5157411,146.7134
6.659995,-1.456232,0.5450837,145.6232
6.679995,-1.444748,0.5742083,144.4748
6.699995,-1.432686,0.6031033,143.2686
6.719995,-1.420051,0.631757,142.0051
6.739995,-1.406848,0.660158,140.6848
6.759995,-1.393082,0.688295,139.3082
6.779994,-1.378759,0.7161567,137.8759
6.799994,-1.363884,0.7437319,136.3884
6.819994,-1.348464,0.7710096,134.8464
6.839994,-1.332504,0.7979788,133.2504
6.859994,-1.316012,0.8246289,131.6012
6.879994,-1.298993,0.8509491,129.8993
6.899994,-1.281454,0.876929,128.1454
6.919994,-1.263403,0.9025581,126.3403
6.939994,-1.244847,0.9278262,124.4847
6.959994,-1.225792,0.9527231,122.5792
6.979994,-1.206247,0.977239,120.6247
6.999994,-1.18622,1.001364,118.622
7.019994,-1.165718,1.025088,116.5718
7.039994,-1.14475,1.048403,114.475
7.059994,-1.123324,1.071298,112.3324
7.079994,-1.101449,1.093764,110.1449
7.099994,-1.079133,1.115793,107.9133
7.119994,-1.056386,1.137376,105.6386
7.139994,-1.033216,1.158504,103.3216
7.159994,-1.009632,1.179168,100.9632
7.179994,-0.985645,1.199361,98.5645
7.199994,-0.9612635,1.219074,96.12635
7.219994,-0.9364976,1.238299,93.64976
7.239994,-0.911357,1.257029,91.1357
7.259994,-0.8858519,1.275256,88.58519
7.279994,-0.8599924,1.292973,85.99924
7.299994,-0.8337889,1.310173,83.37889
7.319994,-0.807252,1.326849,80.7252
7.339994,-0.7803921,1.342993,78.03921
7.359994,-0.7532201,1.358601,75.32201
7.379994,-0.7257468,1.373666,72.57468
7.399994,-0.6979831,1.388181,69.79832
7.419994,-0.6699404,1.40214,66.99403
7.439994,-0.6416296,1.415539,64.16296
7.459994,-0.6130621,1.428372,61.30621
7.479994,-0.5842495,1.440633,58.42495
7.499994,-0.5552031,1.452318,55.52031
7.519994,-0.5259347,1.463422,52.59347
7.539994,-0.4964559,1.473941,49.64559
7.559994,-0.4667785,1.48387,46.67785
7.579994,-0.4369144,1.493205,43.69144
7.599994,-0.4068755,1.501944,40.68755
7.619994,-0.3766739,1.510081,37.66739
7.639994,-0.3463216,1.517614,34.63216
7.659994,-0.3158308,1.524541,31.58308
7.679994,-0.2852136,1.530858,28.52136
7.699994,-0.2544824,1.536562,25.44824
7.719994,-0.2236494,1.541651,22.36494
7.739994,-0.1927269,1.546124,19.27269
7.759994,-0.1617273,1.549979,16.17273
7.779994,-0.130663,1.553213,13.0663
7.799994,-0.0995465,1.555827,9.95465
7.819993,-0.06839015,1.557818,6.839015
7.839993,-0.03720643,1.559186,3.720643
7.859993,-0.006007843,1.55993,0.6007843
7.879993,0.02519315,1.56005,-2.519315
7.899993,0.05638407,1.559546,-5.638407
7.919993,0.08755244,1.558418,-8.755243
7.939993,0.1186858,1.556667,-11.86858
7.959993,0.1497716,1.554293,-14.97716
7.979993,0.1807976,1.551298,-18.07976
7.999993,0.2117513,1.547682,-21.17513
8.019994,0.2426202,1.543447,-24.26202
8.039994,0.2733921,1.538594,-27.33921
8.059995,0.3040546,1.533127,-30.40546
8.079995,0.3345955,1.527045,-33.45955
8.099996,0.3650026,1.520354,-36.50026
8.119996,0.3952637,1.513054,-39.52637
8.139997,0.4253666,1.505148,-42.53666
8.159997,0.4552995,1.496641,-45.52995
8.179997,0.4850502,1.487535,-48.50502
8.199998,0.5146068,1.477834,-51.46068
8.219998,0.5439577,1.467542,-54.39576
8.239999,0.5730909,1.456663,-57.30909
8.259999,0.6019949,1.445201,-60.19949
8.28,0.6306581,1.433161,-63.06581
8.3,0.6590691,1.420548,-65.90691
8.320001,0.6872165,1.407366,-68.72165
8.340001,0.7150889,1.393622,-71.50889
8.360002,0.7426753,1.37932,-74.26753
8.380002,0.7699646,1.364467,-76.99646
8.400002,0.796946,1.349067,-79.6946
8.420003,0.8236086,1.333128,-82.36086
8.440003,0.8499417,1.316656,-84.99417
8.460004,0.8759349,1.299657,-87.59349
8.480004,0.9015777,1.282139,-90.15777
8.500005,0.9268598,1.264107,-92.68598
8.520005,0.9517712,1.24557,-95.17712
8.540006,0.9763019,1.226534,-97.63019
8.560006,1.000442,1.207008,-100.0442
8.580007,1.024182,1.187,-102.4182
8.600007,1.047512,1.166516,-104.7512
8.620008,1.070424,1.145566,-107.0424
8.640008,1.092907,1.124157,-109.2907
8.660008,1.114953,1.102299,-111.4953
8.680009,1.136553,1.08,-113.6553
8.700009,1.157698,1.057269,-115.7698
8.72001,1.17838,1.034115,-117.8381
8.74001,1.198591,1.010548,-119.8591
8.760011,1.218323,0.9865758,-121.8323
8.780011,1.237567,0.9622093,-123.7567
8.800012,1.256316,0.937458,-125.6316
8.820012,1.274563,0.9123316,-127.4563
8.840013,1.2923,0.8868404,-129.23
8.860013,1.30952,0.8609944,-130.952
8.880013,1.326216,0.834804,-132.6216
8.900014,1.342381,0.8082797,-134.2381
8.920014,1.35801,0.7814321,-135.801
8.940015,1.373096,0.7542719,-137.3096
8.960015,1.387632,0.72681,-138.7632
8.980016,1.401613,0.6990573,-140.1613
9.000016,1.415033,0.6710251,-141.5033
9.020017,1.427888,0.6427245,-142.7888
9.040017,1.440171,0.6141667,-144.0171
9.060018,1.451878,0.5853633,-145.1878
9.080018,1.463005,0.5563257,-146.3005
9.100019,1.473546,0.5270656,-147.3546
9.120019,1.483498,0.4975947,-148.3498
9.140019,1.492857,0.4679247,-149.2857
9.16002,1.501618,0.4380676,-150.1618
9.18002,1.509779,0.4080352,-150.9779
9.200021,1.517336,0.3778396,-151.7336
9.220021,1.524285,0.3474929,-152.4285
9.240022,1.530626,0.3170072,-153.0626
9.260022,1.536353,0.2863947,-153.6353
9.280023,1.541467,0.2556676,-154.1467
9.300023,1.545964,0.2248383,-154.5964
9.320024,1.549842,0.193919,-154.9842
9.340024,1.5531,0.1629222,-155.31
9.360024,1.555738,0.1318602,-155.5738
9.380025,1.557752,0.1007454,-155.7753
9.400025,1.559144,0.06959037,-155.9144
9.420026,1.559912,0.03840748,-155.9912
9.440026,1.560057,0.007209226,-156.0057
9.460027,1.559577,-0.02399192,-155.9577
9.480027,1.558473,-0.05518346,-155.8473
9.500028,1.556746,-0.08635294,-155.6746
9.520028,1.554396,-0.1174879,-155.4396
9.540029,1.551425,-0.1485758,-155.1425
9.560029,1.547833,-0.1796043,-154.7833
9.580029,1.543622,-0.210561,-154.3622
9.60003,1.538793,-0.2414334,-153.8793
9.62003,1.533349,-0.2722093,-153.3349
9.640031,1.527291,-0.3028762,-152.7291
9.660031,1.520623,-0.3334221,-152.0623
9.680032,1.513346,-0.3638345,-151.3346
9.700032,1.505464,-0.3941014,-150.5464
9.720033,1.49698,-0.4242107,-149.698
9.740033,1.487897,-0.4541503,-148.7897
9.760034,1.478219,-0.4839083,-147.8219
9.780034,1.467949,-0.5134726,-146.7949
9.800035,1.457093,-0.5428316,-145.7093
9.820035,1.445653,-0.5719734,-144.5653
9.840035,1.433635,-0.6008865,-143.3635
9.860036,1.421044,-0.6295592,-142.1044
9.880036,1.407885,-0.6579801,-140.7885
9.900037,1.394162,-0.6861378,-139.4162
9.920037,1.379881,-0.714021,-137.9881
9.940038,1.365049,-0.7416186,-136.5049
9.960038,1.349671,-0.7689196,-134.9671
9.980039,1.333752,-0.795913,-133.3752
10.00004,1.317301,-0.822588,-131.7301
10.02004,1.300322,-0.8489341,-130.0322
10.04004,1.282823,-0.8749405,-128.2823
10.06004,1.264811,-0.900597,-126.4811
10.08004,1.246293,-0.9258932,-124.6293
10.10004,1.227277,-0.9508191,-122.7277
10.12004,1.20777,-0.9753646,-120.777
10.14004,1.187779,-0.99952,-118.7779
10.16004,1.167314,-1.023276,-116.7314
10.18004,1.146381,-1.046622,-114.6381
10.20004,1.12499,-1.06955,-112.499
10.22004,1.103149,-1.092049,-110.3149
10.24004,1.080867,-1.114112,-108.0867
10.26005,1.058153,-1.13573,-105.8153
10.28005,1.035015,-1.156893,-103.5015
10.30005,1.011463,-1.177593,-101.1463
10.32005,0.9875065,-1.197822,-98.75065
10.34005,0.963155,-1.217572,-96.31551
10.36005,0.9384183,-1.236836,-93.84184
10.38005,0.9133062,-1.255604,-91.33063
10.40005,0.8878288,-1.27387,-88.78288
10.42005,0.8619963,-1.291627,-86.19963
10.44005,0.8358189,-1.308867,-83.58189
10.46005,0.8093073,-1.325583,-80.93073
10.48005,0.7824719,-1.341769,-78.24719
10.50005,0.7553235,-1.357418,-75.53236
10.52005,0.727873,-1.372525,-72.7873
10.54005,0.7001314,-1.387082,-70.01314
10.56005,0.6721097,-1.401085,-67.21097
10.58005,0.6438191,-1.414527,-64.38191
10.60005,0.615271,-1.427404,-61.5271
10.62005,0.5864769,-1.439709,-58.64769
10.64005,0.5574481,-1.451438,-55.74481
10.66005,0.5281963,-1.462587,-52.81963
10.68005,0.4987333,-1.473151,-49.87333
10.70006,0.4690708,-1.483126,-46.90708
10.72006,0.4392206,-1.492507,-43.92206
10.74006,0.4091948,-1.501292,-40.91948
10.76006,0.3790053,-1.509476,-37.90053
10.78006,0.3486642,-1.517056,-34.86642
10.80006,0.3181836,-1.524029,-31.81836
10.82006,0.2875757,-1.530393,-28.75757
10.84006,0.2568528,-1.536144,-25.68528
10.86006,0.2260272,-1.541281,-22.60272
10.88006,0.1951112,-1.545802,-19.51112
10.90006,0.1641171,-1.549704,-16.41171
10.92006,0.1330574,-1.552986,-13.30574
10.94006,0.1019444,-1.555647,-10.19444
10.96006,0.0707907,-1.557686,-7.07907
10.98006,0.03960866,-1.559102,-3.960866
11.00006,0.008410772,-1.559894,-0.8410772
11.02006,-0.02279048,-1.560063,2.279048
11.04006,-0.05398261,-1.559607,5.398261
11.06006,-0.08515315,-1.558527,8.515315
11.08006,-0.1162896,-1.556824,11.62896
11.10006,-0.1473796,-1.554498,14.73796
11.12006,-0.1784106,-1.551551,17.84106
11.14007,-0.2093703,-1.547982,20.93703
11.16007,-0.2402462,-1.543795,24.02462
11.18007,-0.271026,-1.53899,27.1026
11.20007,-0.3016973,-1.53357,30.16973
11.22007,-0.3322481,-1.527536,33.22481
11.24007,-0.3626659,-1.520891,36.26659
11.26007,-0.3929386,-1.513637,39.29386
11.28007,-0.4230542,-1.505779,42.30542
11.30007,-0.4530005,-1.497318,45.30006
11.32007,-0.4827657,-1.488258,48.27657
11.34007,-0.5123377,-1.478602,51.23378
11.36007,-0.5417048,-1.468355,54.17048
11.38007,-0.5708553,-1.457521,57.08553
11.40007,-0.5997773,-1.446104,59.97773
11.42007,-0.6284595,-1.434109,62.84595
11.44007,-0.6568903,-1.421539,65.68903
11.46007,-0.6850583,-1.408402,68.50583
11.48007,-0.7129523,-1.3947,71.29523
11.50007,-0.7405611,-1.380441,74.05611
11.52007,-0.7678737,-1.36563,76.78737
11.54007,-0.7948791,-1.350273,79.48792
11.56007,-0.8215666,-1.334375,82.15666
11.58008,-0.8479255,-1.317944,84.79255
11.60008,-0.8739452,-1.300985,87.39452
11.62008,-0.8996153,-1.283506,89.96153
11.64008,-0.9249256,-1.265514,92.49255
11.66008,-0.9498659,-1.247015,94.98659
11.68008,-0.9744262,-1.228018,97.44262
11.70008,-0.9985968,-1.208529,99.85968
11.72008,-1.022368,-1.188558,102.2368
11.74008,-1.04573,-1.16811,104.573
11.76008,-1.068674,-1.147196,106.8674
11.78008,-1.09119,-1.125822,109.119
11.80008,-1.11327,-1.103998,111.327
11.82008,-1.134905,-1.081733,113.4905
11.84008,-1.156086,-1.059035,115.6086
11.86008,-1.176804,-1.035913,117.6804
11.88008,-1.197052,-1.012377,119.7052
11.90008,-1.21682,-0.988436,121.682
11.92008,-1.236102,-0.9640996,123.6102
11.94008,-1.25489,-0.9393775,125.489
11.96008,-1.273175,-0.9142798,127.3176
11.98008,-1.290952,-0.8888162,129.0952
12.00008,-1.308212,-0.8629972,130.8212
12.02009,-1.324948,-0.8368329,132.4948
12.04009,-1.341155,-0.810334,134.1155
12.06009,-1.356825,-0.7835109,135.6825
12.08009,-1.371953,-0.7563744,137.1953
12.10009,-1.386531,-0.7289353,138.6532
12.12009,-1.400556,-0.7012047,140.0556
12.14009,-1.414019,-0.6731936,141.4019
12.16009,-1.426918,-0.6449132,142.6918
12.18009,-1.439245,-0.6163749,143.9245
12.20009,-1.450997,-0.5875899,145.0997
12.22009,-1.462168,-0.55857,146.2168
12.24009,-1.472755,-0.5293266,147.2755
12.26009,-1.482752,-0.4998715,148.2752
12.28009,-1.492157,-0.4702165,149.2157
12.30009,-1.500964,-0.4403734,150.0964
12.32009,-1.509171,-0.4103541,150.9171
12.34009,-1.516775,-0.3801706,151.6775
12.36009,-1.523771,-0.3498352,152.3771
12.38009,-1.530159,-0.3193597,153.0159
12.40009,-1.535934,-0.2887565,153.5934
12.42009,-1.541094,-0.2580379,154.1094
12.44009,-1.545639,-0.227216,154.5639
12.4601,-1.549565,-0.1963032,154.9565
12.4801,-1.552871,-0.1653119,155.2871
12.5001,-1.555556,-0.1342545,155.5556
12.5201,-1.557619,-0.1031434,155.7619
12.5401,-1.559059,-0.07199098,155.9059
12.5601,-1.559875,-0.04080981,155.9875
