t,x(t),v(t),F(t) (added)
12.6401,1.996026,-0.1076321,-199.6026
12.6601,1.993075,-0.1475526,-199.3075
12.6801,1.989327,-0.1874141,-198.9327
12.7001,1.984783,-0.2272006,-198.4783
12.7201,1.979445,-0.2668962,-197.9445
12.7401,1.973315,-0.3064851,-197.3315
12.7601,1.966396,-0.3459514,-196.6396
12.7801,1.95869,-0.3852794,-195.869
12.8001,1.950201,-0.4244532,-195.0201
12.8201,1.940932,-0.4634572,-194.0932
12.8401,1.930887,-0.5022758,-193.0887
12.8601,1.920069,-0.5408936,-192.0069
12.88011,1.908483,-0.5792949,-190.8483
12.90011,1.896134,-0.6174646,-189.6134
12.92011,1.883026,-0.6553873,-188.3026
12.94011,1.869165,-0.6930478,-186.9165
12.96011,1.854556,-0.7304311,-185.4556
12.98011,1.839206,-0.7675223,-183.9206
13.00011,1.82312,-0.8043064,-182.312
13.02011,1.806304,-0.8407688,-180.6304
13.04011,1.788766,-0.8768948,-178.8766
13.06011,1.770513,-0.9126701,-177.0513
13.08011,1.751551,-0.9480804,-175.1551
13.10011,1.731889,-0.9831114,-173.1889
13.12011,1.711534,-1.017749,-171.1534
13.14011,1.690494,-1.05198,-169.0494
13.16011,1.668779,-1.08579,-166.8779
13.18011,1.646395,-1.119165,-164.6395
13.20011,1.623353,-1.152093,-162.3353
13.22011,1.599662,-1.18456,-159.9662
13.24011,1.575331,-1.216554,-157.5331
13.26011,1.55037,-1.24806,-155.037
13.28011,1.524788,-1.279068,-152.4789
13.30011,1.498597,-1.309563,-149.8597
13.32012,1.471807,-1.339535,-147.1806
13.34012,1.444427,-1.368971,-144.4427
13.36012,1.41647,-1.39786,-141.647
13.38012,1.387946,-1.426189,-138.7946
13.40012,1.358867,-1.453948,-135.8867
13.42012,1.329245,-1.481126,-132.9245
13.44012,1.29909,-1.507711,-129.909
13.46012,1.268417,-1.533692,-126.8417
13.48012,1.237235,-1.559061,-123.7235
13.50012,1.205559,-1.583805,-120.5559
13.52012,1.173401,-1.607917,-117.3401
13.54012,1.140773,-1.631385,-114.0773
13.56012,1.107689,-1.6542,-110.7689
13.58012,1.074162,-1.676354,-107.4162
13.60012,1.040205,-1.697837,-104.0205
13.62012,1.005832,-1.718641,-100.5832
13.64012,0.9710573,-1.738758,-97.10573
13.66012,0.9358937,-1.758179,-93.58937
13.68012,0.9003558,-1.776897,-90.03558
13.70012,0.8644577,-1.794904,-86.44577
13.72012,0.8282138,-1.812193,-82.82138
13.74012,0.7916387,-1.828757,-79.16386
13.76013,0.7547469,-1.84459,-75.47469
13.78013,0.7175531,-1.859685,-71.75531
13.80013,0.6800724,-1.874036,-68.00724
13.82013,0.6423197,-1.887637,-64.23196
13.84013,0.60431,-1.900484,-60.431
13.86013,0.5660586,-1.91257,-56.60586
13.88013,0.5275807,-1.923891,-52.75807
13.90013,0.4888919,-1.934443,-48.88919
13.92013,0.4500075,-1.944221,-45.00075
13.94013,0.4109431,-1.953221,-41.09431
13.96013,0.3717143,-1.96144,-37.17143
13.98013,0.3323368,-1.968874,-33.23368
14.00013,0.2928264,-1.975521,-29.28264
14.02013,0.2531989,-1.981377,-25.31989
14.04013,0.21347,-1.986441,-21.347
14.06013,0.1736558,-1.99071,-17.36558
14.08013,0.1337722,-1.994184,-13.37722
14.10013,0.09383498,-1.996859,-9.383498
14.12013,0.05386027,-1.998736,-5.386026
14.14013,0.01386401,-1.999813,-1.386401
14.16013,-0.0261378,-2.00009,2.61378
14.18013,-0.06612914,-1.999567,6.612914
14.20014,-0.106094,-1.998245,10.6094
14.22014,-0.1460165,-1.996123,14.60165
14.24014,-0.1858805,-1.993202,18.58805
14.26014,-0.2256702,-1.989485,22.56702
14.28014,-0.2653697,-1.984971,26.53696
14.30014,-0.3049629,-1.979664,30.49629
14.32014,-0.3444342,-1.973565,34.44342
14.34014,-0.3837678,-1.966676,38.37677
14.36014,-0.4229478,-1.959001,42.29478
14.38014,-0.4619586,-1.950542,46.19586
14.40014,-0.5007846,-1.941303,50.07846
14.42014,-0.5394104,-1.931287,53.94104
14.44014,-0.5778203,-1.920499,57.78203
14.46014,-0.6159992,-1.908942,61.59991
14.48014,-0.6539316,-1.896622,65.39316
14.50014,-0.6916025,-1.883543,69.16025
14.52014,-0.7289967,-1.869711,72.89967
14.54014,-0.7660993,-1.855132,76.60993
14.56014,-0.8028955,-1.83981,80.28955
14.58014,-0.8393706,-1.823752,83.93706
14.60014,-0.8755099,-1.806964,87.55099
14.62014,-0.911299,-1.789454,91.1299
14.64015,-0.9467236,-1.771228,94.67236
14.66015,-0.9817694,-1.752294,98.17694
14.68015,-1.016423,-1.732658,101.6423
14.70015,-1.050669,-1.71233,105.0669
14.72015,-1.084496,-1.691316,108.4496
14.74015,-1.117888,-1.669626,111.7888
14.76015,-1.150833,-1.647269,115.0834
14.78015,-1.183318,-1.624252,118.3318
14.80015,-1.21533,-1.600586,121.533
14.82015,-1.246856,-1.576279,124.6856
14.84015,-1.277883,-1.551342,127.7883
14.86015,-1.308398,-1.525784,130.8398
14.88015,-1.338391,-1.499616,133.8391
14.90015,-1.367848,-1.472848,136.7848
14.92015,-1.396757,-1.445491,139.6758
14.94015,-1.425109,-1.417556,142.5108
14.96015,-1.45289,-1.389054,145.289
14.98015,-1.48009,-1.359996,148.009
15.00015,-1.506698,-1.330395,150.6698
15.02015,-1.532703,-1.300261,153.2703
15.04015,-1.558095,-1.269606,155.8095
15.06015,-1.582864,-1.238445,158.2864
15.08016,-1.607,-1.206787,160.7
15.10016,-1.630493,-1.174647,163.0493
15.12016,-1.653333,-1.142038,165.3333
15.14016,-1.675513,-1.108971,167.5513
15.16016,-1.697022,-1.075461,169.7022
15.18016,-1.717852,-1.04152,171.7852
15.20016,-1.737996,-1.007163,173.7995
15.22016,-1.757444,-0.9724033,175.7444
15.24016,-1.776189,-0.9372544,177.6189
15.26016,-1.794223,-0.9017307,179.4223
15.28016,-1.81154,-0.8658462,181.154
15.30016,-1.828132,-0.8296154,182.8132
15.32016,-1.843993,-0.7930528,184.3993
15.34016,-1.859117,-0.756173,185.9117
15.36016,-1.873497,-0.7189906,187.3497
15.38016,-1.887127,-0.6815207,188.7127
15.40016,-1.900003,-0.6437781,190.0003
15.42016,-1.912118,-0.6057781,191.2118
15.44016,-1.923469,-0.5675358,192.3469
15.46016,-1.93405,-0.5290664,193.405
15.48016,-1.943858,-0.4903854,194.3858
15.50016,-1.952888,-0.4515082,195.2888
15.52017,-1.961137,-0.4124505,196.1137
15.54017,-1.968602,-0.3732277,196.8602
15.56017,-1.975279,-0.3338557,197.5279
15.58017,-1.981166,-0.2943501,198.1166
15.60017,-1.986261,-0.2547268,198.6261
15.62017,-1.990561,-0.2150016,199.0561
15.64017,-1.994064,-0.1751904,199.4064
15.66017,-1.996771,-0.1353091,199.6771
15.68017,-1.998678,-0.09537368,199.8678
15.70017,-1.999786,-0.05540011,199.9786
15.72017,-2.000094,-0.01540439,200.0094
15.74017,-1.999602,0.0245975,199.9602
15.76017,-1.99831,0.06458955,199.831
15.78017,-1.996219,0.1045558,199.6219
15.80017,-1.99333,0.1444801,199.333
15.82017,-1.989643,0.1843467,198.9643
15.84017,-1.98516,0.2241396,198.516
15.86017,-1.979883,0.2638428,197.9883
15.88017,-1.973814,0.3034405,197.3814
15.90017,-1.966956,0.3429167,196.6956
15.92017,-1.959311,0.3822559,195.9311
15.94018,-1.950882,0.4214421,195.0882
15.96018,-1.941673,0.4604597,194.1673
15.98018,-1.931687,0.4992932,193.1687
16.00018,-1.920929,0.5379269,192.0929
16.02018,-1.909402,0.5763455,190.9402
16.04018,-1.897111,0.6145335,189.7111
16.06018,-1.884061,0.6524758,188.4061
16.08018,-1.870258,0.690157,187.0258
16.10018,-1.855707,0.7275622,185.5707
16.12018,-1.840414,0.7646763,184.0414
16.14018,-1.824384,0.8014846,182.4384
16.16018,-1.807624,0.8379723,180.7625
16.18018,-1.790142,0.8741248,179.0142
16.20018,-1.771943,0.9099276,177.1943
16.22018,-1.753036,0.9453665,175.3036
16.24018,-1.733428,0.9804272,173.3428
16.26018,-1.713126,1.015096,171.3126
16.28018,-1.692138,1.049358,169.2138
16.30018,-1.670474,1.083201,167.0474
16.32018,-1.648142,1.116611,164.8142
16.34018,-1.625151,1.149573,162.5151
16.36018,-1.601509,1.182076,160.1509
16.38018,-1.577227,1.214107,157.7227
16.40018,-1.552314,1.245651,155.2314
16.42019,-1.52678,1.276697,152.678
16.44019,-1.500636,1.307233,150.0636
16.46019,-1.473891,1.337246,147.3891
16.48019,-1.446556,1.366724,144.6556
16.50019,-1.418643,1.395655,141.8643
16.52019,-1.390163,1.424028,139.0163
16.54019,-1.361126,1.451831,136.1126
16.56019,-1.331545,1.479053,133.1545
16.58019,-1.301431,1.505684,130.1431
16.60019,-1.270797,1.531713,127.0797
16.62019,-1.239654,1.557129,123.9654
16.64019,-1.208016,1.581922,120.8016
16.66019,-1.175894,1.606082,117.5894
16.68019,-1.143302,1.6296,114.3302
16.70019,-1.110253,1.652466,111.0253
16.72019,-1.076759,1.674671,107.6759
16.74019,-1.042835,1.696206,104.2835
16.76019,-1.008494,1.717063,100.8494
16.78019,-0.9737495,1.737233,97.37495
16.80019,-0.9386153,1.756708,93.86153
16.82019,-0.9031057,1.77548,90.31058
16.84019,-0.8672349,1.793542,86.72349
16.8602,-0.8310171,1.810887,83.10172
16.8802,-0.794467,1.827507,79.4467
16.9002,-0.7575991,1.843397,75.7599
16.9202,-0.7204281,1.858549,72.04281
16.9402,-0.682969,1.872957,68.2969
16.9602,-0.6452367,1.886617,64.52367
16.9802,-0.6072462,1.899521,60.72462
17.0002,-0.5690129,1.911666,56.90129
17.0202,-0.530552,1.923047,53.0552
17.0402,-0.4918788,1.933658,49.18788
17.0602,-0.4530089,1.943495,45.30089
17.0802,-0.4139578,1.952555,41.39578
17.1002,-0.3747411,1.960835,37.47411
17.1202,-0.3353745,1.968329,33.53745
17.1402,-0.2958737,1.975037,29.58737
17.1602,-0.2562546,1.980954,25.62546
17.1802,-0.2165331,1.986079,21.65331
17.2002,-0.1767249,1.99041,17.67249
17.2202,-0.136846,1.993945,13.6846
17.2402,-0.09691235,1.996681,9.691235
17.2602,-0.05693996,1.99862,5.693995
17.2802,-0.01694479,1.999758,1.694479
17.30021,0.02305716,2.000097,-2.305716
17.32021,0.06304988,1.999636,-6.304988
17.34021,0.1030174,1.998375,-10.30174
17.36021,0.1429437,1.996315,-14.29437
17.38021,0.1828128,1.993456,-18.28128
17.40021,0.2226088,1.9898,-22.26088
17.42021,0.2623158,1.985348,-26.23158
17.44021,0.3019178,1.980101,-30.19178
17.46021,0.341399,1.974063,-34.1399
17.48021,0.3807437,1.967235,-38.07437
17.50021,0.4199361,1.95962,-41.99361
17.52021,0.4589605,1.951221,-45.89605
17.54021,0.4978014,1.942042,-49.78014
17.56021,0.5364431,1.932086,-53.64431
17.58021,0.5748702,1.921357,-57.48702
17.60021,0.6130674,1.90986,-61.30674
17.62021,0.6510194,1.897599,-65.10194
17.64021,0.6887109,1.884578,-68.87109
17.66021,0.726127,1.870804,-72.6127
17.68021,0.7632527,1.856281,-76.32526
17.70021,0.800073,1.841016,-80.0073
17.72021,0.8365733,1.825015,-83.65733
17.74022,0.872739,1.808283,-87.2739
17.76022,0.9085555,1.790828,-90.85555
17.78022,0.9440086,1.772657,-94.40086
17.80022,0.9790842,1.753777,-97.90842
17.82022,1.013768,1.734196,-101.3768
17.84022,1.048046,1.71392,-104.8046
17.86022,1.081906,1.692959,-108.1906
17.88022,1.115332,1.671321,-111.5332
17.90022,1.148312,1.649014,-114.8312
17.92022,1.180833,1.626048,-118.0833
17.94022,1.212882,1.602432,-121.2882
17.96022,1.244445,1.578174,-124.4445
17.98022,1.275511,1.553285,-127.5511
18.00022,1.306067,1.527775,-130.6067
18.02022,1.3361,1.501653,-133.61
18.04022,1.365598,1.474931,-136.5598
18.06022,1.394551,1.44762,-139.4551
18.08022,1.422945,1.419729,-142.2945
18.10022,1.450771,1.39127,-145.0771
18.12022,1.478016,1.362254,-147.8016
18.14022,1.50467,1.332694,-150.4669
18.16022,1.530722,1.3026,-153.0722
18.18023,1.556161,1.271986,-155.6161
18.20023,1.580979,1.240863,-158.0979
18.22023,1.605163,1.209243,-160.5163
18.24023,1.628706,1.17714,-162.8706
18.26023,1.651597,1.144566,-165.1597
18.28023,1.673828,1.111534,-167.3828
18.30023,1.695389,1.078057,-169.5389
18.32023,1.716272,1.04415,-171.6272
18.34023,1.736469,1.009824,-173.6469
18.36023,1.75597,0.9750947,-175.597
18.38023,1.77477,0.9399753,-177.477
18.40023,1.79286,0.9044799,-179.286
18.42023,1.810232,0.8686227,-181.0232
18.44023,1.826881,0.832418,-182.6881
18.46023,1.842798,0.7958804,-184.2798
18.48023,1.857979,0.7590245,-185.7979
18.50023,1.872416,0.7218649,-187.2416
18.52023,1.886104,0.6844166,-188.6104
18.54023,1.899038,0.6466945,-189.9038
18.56023,1.911212,0.6087137,-191.1212
18.58023,1.922622,0.5704895,-192.2622
18.60023,1.933263,0.5320371,-193.3263
18.62024,1.94313,0.4933718,-194.313
18.64024,1.952221,0.4545092,-195.2221
18.66024,1.96053,0.4154648,-196.053
18.68024,1.968055,0.3762542,-196.8055
18.70024,1.974793,0.3368931,-197.4793
18.72024,1.980741,0.2973973,-198.0741
18.74024,1.985896,0.2577825,-198.5896
18.76024,1.990258,0.2180645,-199.0258
18.78024,1.993823,0.1782594,-199.3823
18.80024,1.99659,0.1383829,-199.659
18.82024,1.998559,0.09845114,-199.8559
18.84024,1.999729,0.05847995,-199.9729
18.86024,2.000099,0.01848537,-200.0099
18.88024,1.999668,-0.0215166,-199.9668
18.90024,1.998438,-0.06150997,-199.8438
18.92024,1.996409,-0.1014787,-199.6409
18.94024,1.99358,-0.1414069,-199.358
18.96024,1.989955,-0.1812785,-198.9955
18.98024,1.985533,-0.2210776,-198.5533
19.00024,1.980318,-0.2607883,-198.0318
19.02024,1.97431,-0.3003946,-197.431
19.04025,1.967512,-0.3398808,-196.7512
19.06025,1.959927,-0.379231,-195.9927
19.08025,1.951559,-0.4184296,-195.1559
19.10025,1.94241,-0.4574608,-194.241
19.12025,1.932483,-0.496309,-193.2483
19.14025,1.921784,-0.5349586,-192.1784
19.16025,1.910316,-0.5733943,-191.0316
19.18025,1.898084,-0.6116006,-189.8084
19.20025,1.885093,-0.6495623,-188.5093
19.22025,1.871348,-0.6872641,-187.1348
19.24025,1.856854,-0.7246911,-185.6854
19.26025,1.841617,-0.7618282,-184.1617
19.28025,1.825644,-0.7986605,-182.5644
19.30025,1.808941,-0.8351734,-180.8941
19.32025,1.791514,-0.8713522,-179.1514
19.34025,1.77337,-0.9071825,-177.337
19.36025,1.754517,-0.9426498,-175.4517
19.38025,1.734962,-0.9777402,-173.4962
19.40025,1.714713,-1.012439,-171.4713
19.42025,1.693779,-1.046734,-169.3779
19.44025,1.672166,-1.080609,-167.2166
19.46025,1.649885,-1.114053,-164.9885
19.48026,1.626944,-1.14705,-162.6944
19.50026,1.603353,-1.179589,-160.3353
19.52026,1.57912,-1.211656,-157.912
19.54026,1.554255,-1.243239,-155.4255
19.56026,1.528768,-1.274324,-152.8768
19.58026,1.50267,-1.304899,-150.267
19.60026,1.475971,-1.334952,-147.5971
19.62026,1.448682,-1.364472,-144.8682
19.64026,1.420813,-1.393445,-142.0813
19.66026,1.392376,-1.421862,-139.2376
19.68026,1.363382,-1.449709,-136.3382
19.70026,1.333842,-1.476977,-133.3842
19.72026,1.303769,-1.503654,-130.3769
19.74026,1.273174,-1.529729,-127.3174
19.76026,1.24207,-1.555193,-124.207
19.78026,1.21047,-1.580034,-121.047
19.80026,1.178385,-1.604243,-117.8385
19.82026,1.145829,-1.627811,-114.5829
19.84026,1.112814,-1.650728,-111.2814
19.86026,1.079355,-1.672984,-107.9355
19.88026,1.045463,-1.694571,-104.5463
19.90026,1.011153,-1.71548,-101.1153
19.92027,0.9764394,-1.735703,-97.64394
19.94027,0.9413348,-1.755232,-94.13348
19.96027,0.9058536,-1.774059,-90.58537
19.98027,0.8700101,-1.792176,-87.00101
20.00027,0.8338186,-1.809576,-83.38186
20.02027,0.7972935,-1.826252,-79.72935
20.04027,0.7604496,-1.842198,-76.04496
20.06027,0.7233015,-1.857407,-72.33015
20.08027,0.685864,-1.871873,-68.5864
20.10027,0.6481522,-1.885591,-64.81522
20.12027,0.6101812,-1.898554,-61.01812
20.14027,0.571966,-1.910757,-57.1966
20.16027,0.5335221,-1.922197,-53.35221
20.18027,0.4948647,-1.932867,-49.48647
20.20027,0.4560094,-1.942764,-45.60094
20.22027,0.4169717,-1.951885,-41.69717
20.24027,0.3777673,-1.960224,-37.77673
20.26027,0.3384117,-1.967779,-33.84117
20.28027,0.2989208,-1.974548,-29.89207
20.30027,0.2593102,-1.980526,-25.93102
20.32027,0.219596,-1.985712,-21.9596
20.34027,0.1797939,-1.990104,-17.97939
20.36028,0.1399199,-1.9937,-13.99199
20.38028,0.09998995,-1.996498,-9.998995
20.40028,0.06001998,-1.998498,-6.001998
20.42028,0.02002601,-1.999699,-2.002601
20.44028,-0.01997597,-2.000099,1.997597
20.46028,-0.05996997,-1.9997,5.996996
20.48028,-0.09993997,-1.9985,9.993998
20.50028,-0.13987,-1.996502,13.987
20.52028,-0.1797441,-1.993704,17.97441
20.54028,-0.2195463,-1.990109,21.95463
20.56028,-0.2592607,-1.985718,25.92607
20.58028,-0.2988713,-1.980533,29.88713
20.60028,-0.3383624,-1.974556,33.83624
20.62028,-0.3777182,-1.967788,37.77182
20.64028,-0.4169229,-1.960234,41.69229
20.66028,-0.4559608,-1.951896,45.59608
20.68028,-0.4948163,-1.942776,49.48163
20.70028,-0.5334739,-1.93288,53.34739
20.72028,-0.5719181,-1.922211,57.19181
20.74028,-0.6101336,-1.910772,61.01336
20.76028,-0.648105,-1.89857,64.81049
20.78028,-0.6858171,-1.885607,68.58171
20.80029,-0.7232549,-1.871891,72.32549
20.82029,-0.7604035,-1.857426,76.04034
20.84029,-0.7972478,-1.842218,79.72478
20.86029,-0.8337733,-1.826273,83.37733
20.88029,-0.8699652,-1.809597,86.99652
20.90029,-0.9058092,-1.792198,90.58092
20.92029,-0.9412908,-1.774082,94.12908
20.94029,-0.9763959,-1.755256,97.63959
20.96029,-1.01111,-1.735728,101.111
20.98029,-1.045421,-1.715506,104.5421
21.00029,-1.079312,-1.694598,107.9312
21.02029,-1.112773,-1.673011,111.2773
21.04029,-1.145788,-1.650756,114.5788
21.06029,-1.178345,-1.62784,117.8345
21.08029,-1.21043,-1.604273,121.043
21.10029,-1.242031,-1.580065,124.2031
21.12029,-1.273136,-1.555224,127.3136
21.14029,-1.303731,-1.529762,130.3731
21.16029,-1.333805,-1.503687,133.3805
21.18029,-1.363345,-1.477011,136.3345
21.20029,-1.39234,-1.449744,139.234
21.22029,-1.420778,-1.421897,142.0778
21.2403,-1.448647,-1.393482,144.8647
21.2603,-1.475938,-1.364509,147.5938
21.2803,-1.502637,-1.33499,150.2637
21.3003,-1.528736,-1.304937,152.8736
21.3203,-1.554223,-1.274362,155.4223
21.3403,-1.579089,-1.243278,157.9089
21.3603,-1.603323,-1.211696,160.3323
21.3803,-1.626915,-1.17963,162.6915
21.4003,-1.649857,-1.147092,164.9857
21.4203,-1.672139,-1.114094,167.2139
21.4403,-1.693752,-1.080652,169.3752
21.4603,-1.714688,-1.046777,171.4688
21.4803,-1.734937,-1.012483,173.4937
21.5003,-1.754493,-0.9777842,175.4493
21.5203,-1.773347,-0.9426943,177.3347
21.5403,-1.791492,-0.9072274,179.1492
21.5603,-1.808919,-0.8713976,180.8919
21.5803,-1.825624,-0.8352191,182.5624
21.6003,-1.841598,-0.7987067,184.1598
21.6203,-1.856835,-0.7618747,185.6835
21.6403,-1.87133,-0.7247379,187.133
21.66031,-1.885077,-0.6873114,188.5077
21.68031,-1.898069,-0.6496098,189.8069
21.70031,-1.910302,-0.6116484,191.0302
21.72031,-1.921771,-0.5734424,192.1771
21.74031,-1.932471,-0.535007,193.2471
21.76031,-1.942398,-0.4963576,194.2398
21.78031,-1.951548,-0.4575096,195.1548
21.80031,-1.959918,-0.4184787,195.9918
21.82031,-1.967503,-0.3792803,196.7503
21.84031,-1.974302,-0.3399303,197.4302
21.86031,-1.980311,-0.3004442,198.0311
21.88031,-1.985527,-0.260838,198.5527
21.90031,-1.98995,-0.2211275,198.995
21.92031,-1.993577,-0.1813285,199.3577
21.94031,-1.996406,-0.1414569,199.6406
21.96031,-1.998436,-0.1015288,199.8436
21.98031,-1.999668,-0.06156012,199.9668
22.00031,-2.000099,-0.02156677,200.0099
22.02031,-1.99973,0.0184352,199.973
22.04031,-1.998562,0.0584298,199.8562
22.06031,-1.996594,0.09840103,199.6594
22.08031,-1.993827,0.1383329,199.3827
22.10032,-1.990263,0.1782094,199.0263
22.12032,-1.985902,0.2180147,198.5902
22.14032,-1.980748,0.2577327,198.0748
22.16032,-1.974801,0.2973477,197.4801
22.18032,-1.968064,0.3368437,196.8064
22.20032,-1.96054,0.376205,196.054
22.22032,-1.952232,0.4154158,195.2232
22.24032,-1.943142,0.4544604,194.3142
22.26032,-1.933276,0.4933232,193.3276
22.28032,-1.922636,0.5319887,192.2636
22.30032,-1.911227,0.5704415,191.1227
22.32032,-1.899054,0.608666,189.9054
22.34032,-1.886121,0.6466471,188.6121
22.36032,-1.872434,0.6843695,187.2434
22.38032,-1.857997,0.7218181,185.7997
22.40032,-1.842818,0.7589781,184.2818
22.42032,-1.826901,0.7958344,182.6901
22.44032,-1.810254,0.8323724,181.0254
22.46032,-1.792882,0.8685775,179.2882
22.48032,-1.774793,0.9044351,177.4793
22.50032,-1.755995,0.939931,175.5995
22.52032,-1.736494,0.9750509,173.6494
22.54033,-1.716298,1.009781,171.6298
22.56033,-1.695416,1.044107,169.5416
22.58033,-1.673856,1.078015,167.3856
22.60033,-1.651626,1.111492,165.1626
22.62033,-1.628736,1.144525,162.8736
22.64033,-1.605194,1.177099,160.5194
22.66033,-1.58101,1.209203,158.101
22.68033,-1.556193,1.240823,155.6193
22.70033,-1.530754,1.271947,153.0754
22.72033,-1.504703,1.302562,150.4703
22.74033,-1.47805,1.332656,147.805
22.76033,-1.450805,1.362217,145.0805
22.78033,-1.422981,1.391234,142.2981
22.80033,-1.394587,1.419693,139.4587
22.82033,-1.365635,1.447585,136.5635
22.84033,-1.336137,1.474898,133.6137
22.86033,-1.306105,1.501621,130.6105
22.88033,-1.27555,1.527743,127.555
22.90033,-1.244485,1.553254,124.4485
22.92033,-1.212922,1.578143,121.2922
22.94033,-1.180874,1.602402,118.0874
22.96033,-1.148353,1.626019,114.8353
22.98034,-1.115374,1.648986,111.5374
23.00034,-1.081948,1.671294,108.1948
23.02034,-1.048089,1.692933,104.8089
23.04034,-1.013811,1.713895,101.3811
23.06034,-0.9791278,1.734171,97.91278
23.08034,-0.9440528,1.753753,94.40527
23.10034,-0.9086001,1.772635,90.86001
23.12034,-0.872784,1.790807,87.2784
23.14034,-0.8366187,1.808262,83.66187
23.16034,-0.8001188,1.824995,80.01188
23.18034,-0.7632989,1.840997,76.32989
23.20034,-0.7261736,1.856263,72.61736
23.22034,-0.6887579,1.870786,68.87579
23.24034,-0.6510667,1.884562,65.10667
23.26034,-0.613115,1.897583,61.3115
23.28034,-0.5749181,1.909845,57.49181
23.30034,-0.5364912,1.921344,53.64912
23.32034,-0.4978498,1.932073,49.78498
23.34034,-0.4590092,1.94203,45.90092
23.36034,-0.419985,1.95121,41.9985
23.38034,-0.3807928,1.95961,38.07928
23.40034,-0.3414482,1.967226,34.14482
23.42035,-0.3019671,1.974055,30.19671
23.44035,-0.2623653,1.980094,26.23652
23.46035,-0.2226584,1.985342,22.26584
23.48035,-0.1828625,1.989795,18.28625
23.50035,-0.1429935,1.993452,14.29935
23.52035,-0.1030672,1.996312,10.30672
23.54035,-0.06309977,1.998373,6.309977
23.56035,-0.02310707,1.999635,2.310707
23.58035,0.01689488,2.000098,-1.689488
23.60035,0.05689008,1.99976,-5.689008
23.62035,0.09686251,1.998622,-9.686251
23.64035,0.1367962,1.996685,-13.67962
23.66035,0.1766752,1.993949,-17.66752
23.68035,0.2164835,1.990415,-21.64835
23.70035,0.2562052,1.986085,-25.62052
23.72035,0.2958244,1.980961,-29.58244
23.74035,0.3353253,1.975045,-33.53253
23.76035,0.3746921,1.968338,-37.46921
23.78035,0.413909,1.960845,-41.3909
23.80035,0.4529603,1.952566,-45.29603
23.82035,0.4918304,1.943507,-49.18304
23.84035,0.5305039,1.933671,-53.05039
23.86036,0.5689651,1.923061,-56.89651
23.88036,0.6071987,1.911681,-60.71987
23.90036,0.6451895,1.899537,-64.51894
23.92036,0.6829221,1.886633,-68.29221
23.94036,0.7203816,1.872975,-72.03816
23.96036,0.757553,1.858567,-75.75529
23.98036,0.7944213,1.843416,-79.44213
24.00036,0.8309719,1.827528,-83.09719
24.02036,0.8671901,1.810908,-86.71901
24.04036,0.9030613,1.793565,-90.30613
24.06036,0.9385714,1.775503,-93.85714
24.08036,0.973706,1.756732,-97.3706
24.10036,1.008451,1.737258,-100.8451
24.12036,1.042793,1.717089,-104.2793
24.14036,1.076718,1.696233,-107.6718
24.16036,1.110212,1.674699,-111.0212
24.18036,1.143262,1.652494,-114.3262
24.20036,1.175854,1.629629,-117.5854
24.22036,1.207976,1.606112,-120.7976
24.24036,1.239616,1.581952,-123.9616
24.26036,1.270759,1.55716,-127.0759
24.28036,1.301394,1.531745,-130.1394
24.30037,1.331508,1.505717,-133.1508
24.32037,1.36109,1.479087,-136.109
24.34037,1.390127,1.451865,-139.0127
24.36037,1.418608,1.424062,-141.8608
24.38037,1.446522,1.39569,-144.6522
24.40037,1.473857,1.36676,-147.3857
24.42037,1.500603,1.337283,-150.0603
24.44037,1.526748,1.307271,-152.6748
24.46037,1.552283,1.276736,-155.2283
24.48037,1.577197,1.24569,-157.7197
24.50037,1.60148,1.214146,-160.148
24.52037,1.625122,1.182117,-162.5122
24.54037,1.648114,1.149614,-164.8114
24.56037,1.670447,1.116652,-167.0448
24.58037,1.692112,1.083243,-169.2112
24.60037,1.7131,1.049401,-171.31
24.62037,1.733403,1.015139,-173.3403
24.64037,1.753013,0.9804705,-175.3013
24.66037,1.771921,0.9454103,-177.1921
24.68037,1.79012,0.9099719,-179.012
24.70037,1.807604,0.8741695,-180.7604
24.72038,1.824364,0.8380174,-182.4364
24.74038,1.840394,0.8015301,-184.0394
24.76038,1.855689,0.7647222,-185.5689
24.78038,1.870241,0.7276084,-187.0241
24.80038,1.884045,0.6902036,-188.4045
24.82038,1.897096,0.6525227,-189.7095
24.84038,1.909387,0.6145808,-190.9387
24.86038,1.920915,0.576393,-192.0915
24.88038,1.931675,0.5379747,-193.1675
24.90038,1.941661,0.4993412,-194.1662
24.92038,1.950872,0.460508,-195.0872
24.94038,1.959301,0.4214906,-195.9301
24.96038,1.966947,0.3823045,-196.6947
24.98038,1.973807,0.3429656,-197.3807
